ID	gene
"comp10151_c0_seq2_m.30264"	"int9_nemve ame: full=integrator complex subunit 9 homolog"
"comp10152_c0_seq1_m.25339"	"brn1l_arath ame: full=rna-binding protein brn1 ame: full=protein bruno-like 1 short= 1 ame: full=protein rna-binding protein-defense related 1 short= -dr1"
"comp10153_c0_seq1_m.31093"	"lpat3_arath ame: full=1-acyl-sn-glycerol-3-phosphate acyltransferase 3 ame: full=lysophosphatidyl acyltransferase 3"
"comp10158_c0_seq1_m.4591"	"prs6b_arath ame: full=26s protease regulatory subunit 6b homolog ame: full=26s protease subunit 6b homolog ame: full=26s proteasome aaa-atpase subunit rpt3 ame: full=protein bmaa insensitive morphology 409 ame: full=regulatory particle triple-a atpase subunit 3"
"comp10158_c0_seq1_m.4592"	"prs6b_arath ame: full=26s protease regulatory subunit 6b homolog ame: full=26s protease subunit 6b homolog ame: full=26s proteasome aaa-atpase subunit rpt3 ame: full=protein bmaa insensitive morphology 409 ame: full=regulatory particle triple-a atpase subunit 3"
"comp10159_c0_seq1_m.4593"	"dhar2_arath ame: full=glutathione s-transferase dhar2 ame: full=chloride intracellular channel homolog 2 short=clic homolog 2 ame: full=glutathione-dependent dehydroascorbate reductase 2 short= 2 short= short=gsh-dependent dehydroascorbate reductase 2"
"comp10159_c0_seq1_m.4594"	"dhar2_arath ame: full=glutathione s-transferase dhar2 ame: full=chloride intracellular channel homolog 2 short=clic homolog 2 ame: full=glutathione-dependent dehydroascorbate reductase 2 short= 2 short= short=gsh-dependent dehydroascorbate reductase 2"
"comp10161_c0_seq1_m.4595"	"lsh4_arath ame: full=protein light-dependent short hypocotyls 4 ame: full=protein organ boundary 4"
"comp10161_c0_seq1_m.4596"	"g1l5_orysj ame: full=protein g1-like5"
"comp10161_c0_seq1_m.4597"	"lsh4_arath ame: full=protein light-dependent short hypocotyls 4 ame: full=protein organ boundary 4"
"comp10162_c0_seq1_m.4598"	"gun4c_arath ame: full=tetrapyrrole-binding chloroplastic ame: full=genomes uncoupled 4 flags: precursor"
"comp10162_c0_seq1_m.4600"	"gun4c_arath ame: full=tetrapyrrole-binding chloroplastic ame: full=genomes uncoupled 4 flags: precursor"
"comp10163_c0_seq1_m.4602"	"y5620_arath ame: full= rna methyltransferase at5g10620"
"comp10164_c0_seq1_m.27153"	"pme67_arath ame: full=probable pectinesterase 67 short=pe 67 ame: full=pectin methylesterase 67 short= 67 flags: precursor"
"comp10164_c1_seq1_m.27154"	"pme67_arath ame: full=probable pectinesterase 67 short=pe 67 ame: full=pectin methylesterase 67 short= 67 flags: precursor"
"comp10166_c0_seq1_m.16296"	"cals8_arath ame: full= callose synthase 8 ame: full= -beta-glucan synthase ame: full=protein glucan synthase-like 4"
"comp10166_c0_seq1_m.16297"	"cals8_arath ame: full= callose synthase 8 ame: full= -beta-glucan synthase ame: full=protein glucan synthase-like 4"
"comp10166_c0_seq1_m.16298"	"cals8_arath ame: full= callose synthase 8 ame: full= -beta-glucan synthase ame: full=protein glucan synthase-like 4"
"comp10166_c0_seq2_m.16299"	"cals8_arath ame: full= callose synthase 8 ame: full= -beta-glucan synthase ame: full=protein glucan synthase-like 4"
"comp10166_c0_seq2_m.16300"	"cals8_arath ame: full= callose synthase 8 ame: full= -beta-glucan synthase ame: full=protein glucan synthase-like 4"
"comp10167_c0_seq3_m.27709"	"dhqs_metst ame: full=3-dehydroquinate synthase short=dhq synthase ame: full=3-dehydroquinate synthase ii"
"comp10167_c0_seq4_m.27710"	"dhqs_metst ame: full=3-dehydroquinate synthase short=dhq synthase ame: full=3-dehydroquinate synthase ii"
"comp10168_c0_seq1_m.4603"	"adh1_soltu ame: full=alcohol dehydrogenase 1"
"comp10168_c0_seq1_m.4604"	"adh_maldo ame: full=alcohol dehydrogenase"
"comp10169_c0_seq1_m.38204"	"ptr39_arath ame: full=protein nrt1 ptr family short= ame: full=probable nitrate excretion transporter 3 ame: full=protein naxt1-like 2"
"comp10170_c0_seq1_m.4606"	"vrn1_arath ame: full=b3 domain-containing transcription factor vrn1 ame: full=protein vernalization 1"
"comp10171_c0_seq1_m.18611"	"hos15_arath ame: full=wd40 repeat-containing protein hos15 ame: full=high osmotic stress gene expression 15"
"comp10172_c0_seq1_m.4607"	"rad_antma ame: full=transcription factor radialis"
"comp10173_c1_seq1_m.35918"	"expa1_arath ame: full=expansin-a1 short= 1 ame: full=alpha-expansin-1 short=at-exp1 short= x1 ame: full=ath- lpha- flags: precursor"
"comp10176_c0_seq1_m.4608"	"ap5m_arath ame: full=ap-5 complex subunit mu ame: full=adaptor protein complex ap-5 subunit mu ame: full=adaptor protein-5 mu-adaptin ame: full=adaptor-related protein complex 5 subunit mu ame: full=mu5-adaptin"
"comp10176_c0_seq1_m.4609"	"ap5m_arath ame: full=ap-5 complex subunit mu ame: full=adaptor protein complex ap-5 subunit mu ame: full=adaptor protein-5 mu-adaptin ame: full=adaptor-related protein complex 5 subunit mu ame: full=mu5-adaptin"
"comp10176_c0_seq1_m.4610"	"ap5m_arath ame: full=ap-5 complex subunit mu ame: full=adaptor protein complex ap-5 subunit mu ame: full=adaptor protein-5 mu-adaptin ame: full=adaptor-related protein complex 5 subunit mu ame: full=mu5-adaptin"
"comp10178_c0_seq1_m.4612"	"ppr65_arath ame: full=pentatricopeptide repeat-containing protein at1g31430"
"comp10180_c0_seq1_m.26366"	"lckb2_arath ame: full=sphingoid long-chain bases kinase mitochondrial short= 2 short=lcb kinase 2 flags: precursor"
"comp10180_c0_seq1_m.26369"	"lckb2_arath ame: full=sphingoid long-chain bases kinase mitochondrial short= 2 short=lcb kinase 2 flags: precursor"
"comp10180_c0_seq3_m.26370"	"lckb2_arath ame: full=sphingoid long-chain bases kinase mitochondrial short= 2 short=lcb kinase 2 flags: precursor"
"comp10180_c0_seq3_m.26374"	"lckb2_arath ame: full=sphingoid long-chain bases kinase mitochondrial short= 2 short=lcb kinase 2 flags: precursor"
"comp101849_c0_seq1_m.12860"	"tmvrn_nicgu ame: full=tmv resistance protein n"
"comp10185_c0_seq1_m.4613"	"rhm2_arath ame: full=trifunctional udp-glucose -dehydratase udp-4-keto-6-deoxy-d-glucose -epimerase udp-4-keto-l-rhamnose-reductase rhm2 ame: full=ndp-rhamnose synthase ame: full=protein mucilage-modified 4 ame: full=protein rhamnose biosynthesis 2 ame: full=rhamnose biosynthetic enzyme 2 short= 2 ame: full=udp-l-rhamnose synthase mum4 includes: ame: full=udp-glucose -dehydratase includes: ame: full=udp-4-keto-6-deoxy-d-glucose -epimerase udp-4-keto-l-rhamnose 4-keto-reductase"
"comp10186_c0_seq1_m.4614"	"abil1_arath ame: full=protein abil1 ame: full=abl interactor-like protein 1 short= 1"
"comp10189_c0_seq1_m.4617"	"nade_arath ame: full=glutamine-dependent nad(+) synthetase ame: full=nad(+) synthase"
"comp10191_c0_seq1_m.4618"	"swt17_arath ame: full=bidirectional sugar transporter sweet17 short= 17 ame: full=protein sugars will eventually be exported transporters 17"
"comp10192_c0_seq1_m.4619"	"pp115_arath ame: full=pentatricopeptide repeat-containing protein chloroplastic flags: precursor"
"comp10193_c0_seq1_m.23406"	"y3589_arath ame: full=pti1-like tyrosine-protein kinase at3g15890"
"comp10193_c0_seq1_m.23407"	"y3589_arath ame: full=pti1-like tyrosine-protein kinase at3g15890"
"comp10194_c0_seq1_m.20888"	"cfa20_parte ame: full=cilia- and flagella-associated protein 20 short=bug22p"
"comp10194_c0_seq2_m.20889"	"cfa20_rat ame: full=cilia- and flagella-associated protein 20 ame: full=gene trap locus 3 protein homolog"
"comp10194_c0_seq2_m.20890"	"cfa20_parte ame: full=cilia- and flagella-associated protein 20 short=bug22p"
"comp10195_c0_seq1_m.37318"	"liip1_arath ame: full=small gtpase lip1 ame: full=protein light insensitive period 1"
"comp10195_c0_seq2_m.37319"	"liip1_arath ame: full=small gtpase lip1 ame: full=protein light insensitive period 1"
"comp10197_c0_seq1_m.4622"	"glyt3_arath ame: full=probable glycosyltransferase at5g03795"
"comp101986_c0_seq1_m.12861"	"rin4_arath ame: full=rpm1-interacting protein 4"
"comp10199_c0_seq1_m.24243"	"yrdc_rat ame: full= domain-containing mitochondrial ame: full=ischemia reperfusion-inducible protein homolog flags: precursor"
"comp102006_c0_seq1_m.12863"	"e70a1_arath ame: full=exocyst complex component exo70a1 short= xo70a1 ame: full=exocyst subunit exo70 family protein a1"
"comp10201_c0_seq1_m.18348"	"apc5_arath ame: full=anaphase-promoting complex subunit 5 ame: full=cyclosome subunit 5"
"comp10201_c0_seq1_m.18349"	"apc5_arath ame: full=anaphase-promoting complex subunit 5 ame: full=cyclosome subunit 5"
"comp10201_c0_seq2_m.18350"	"apc5_arath ame: full=anaphase-promoting complex subunit 5 ame: full=cyclosome subunit 5"
"comp10201_c0_seq5_m.18351"	"apc5_arath ame: full=anaphase-promoting complex subunit 5 ame: full=cyclosome subunit 5"
"comp102025_c0_seq1_m.12865"	"spg1_schpo ame: full=septum-promoting gtp-binding protein 1 ame: full=gtpase spg1 ame: full=sid3 protein"
"comp10202_c0_seq1_m.28447"	"ptd_arath ame: full=protein parting dancers short="
"comp10203_c0_seq1_m.4623"	"pma7_arath ame: full=atpase plasma membrane-type ame: full=proton pump 7"
"comp102045_c0_seq1_m.12866"	"polk_human ame: full=dna polymerase kappa ame: full=dinb protein short=dinp"
"comp10204_c0_seq1_m.4624"	"nek6_arath ame: full=serine threonine-protein kinase nek6 ame: full= -related protein kinase 6 short= ek6"
"comp10205_c0_seq1_m.4625"	"int3_arath ame: full=probable inositol transporter 3"
"comp102062_c0_seq1_m.12867"	"wox9_arath ame: full=wuschel-related homeobox 9 ame: full=protein stimpy"
"comp10206_c0_seq1_m.4626"	"cp511_arath ame: full=sterol 14-demethylase ame: full=cytochrome p450 51a2 ame: full=cytochrome p450 51g1 short= 51 ame: full=obtusifoliol 14-demethylase ame: full=protein embryo defective 1738"
"comp10207_c0_seq1_m.31248"	"tic22_arath ame: full=protein tic chloroplastic ame: full=translocon at the inner envelope membrane of chloroplasts 22 short= 22 flags: precursor"
"comp10207_c0_seq2_m.31249"	"tic22_arath ame: full=protein tic chloroplastic ame: full=translocon at the inner envelope membrane of chloroplasts 22 short= 22 flags: precursor"
"comp10208_c0_seq1_m.4627"	"jgb_arath ame: full=protein jingubang"
"comp102093_c0_seq1_m.12868"	"ukl5_arath ame: full=uridine kinase-like protein 5 includes: ame: full=probable uridine kinase short=uk includes: ame: full=probable uracil phosphoribosyltransferase short=uprtase ame: full=ump pyrophosphorylase"
"comp102097_c0_seq1_m.12869"	"kan4_arath ame: full=probable transcription factor kan4 ame: full=protein aberrant testa shape ame: full=protein kanadi 4"
"comp10209_c0_seq3_m.18938"	"arv1_dicdi ame: full=protein arv1 homolog"
"comp10209_c0_seq4_m.18939"	"arv1_dicdi ame: full=protein arv1 homolog"
"comp10211_c0_seq1_m.4629"	"y1926_arath ame: full=upf0678 fatty acid-binding protein at1g79260"
"comp10211_c0_seq1_m.4630"	"y1926_arath ame: full=upf0678 fatty acid-binding protein at1g79260"
"comp10212_c0_seq1_m.4631"	"ai5l5_arath ame: full=abscisic acid-insensitive 5-like protein 5 ame: full=aba-responsive element-binding protein 1 ame: full=abscisic acid responsive elements-binding factor 2 short=abre-binding factor 2 ame: full=bzip transcription factor 36 short= 36"
"comp102136_c0_seq1_m.12875"	"bh107_arath ame: full= transcription factor bhlh107 ame: full=basic helix-loop-helix protein 107 short= 107 short=bhlh 107 ame: full=transcription factor en 55 ame: full=bhlh transcription factor bhlh107"
"comp10214_c0_seq1_m.19944"	"m3k5g_arath ame: full=mitogen-activated protein kinase kinase kinase 5 ame: full=map3k gamma protein kinase short= 3kgamma"
"comp10214_c1_seq1_m.19945"	"wrky2_arath ame: full=probable wrky transcription factor 2 ame: full=wrky dna-binding protein 2"
"comp10214_c2_seq1_m.19946"	"wrky2_arath ame: full=probable wrky transcription factor 2 ame: full=wrky dna-binding protein 2"
"comp10214_c2_seq1_m.19947"	"wrky2_arath ame: full=probable wrky transcription factor 2 ame: full=wrky dna-binding protein 2"
"comp10215_c1_seq1_m.31277"	"tafcl_arath ame: full=transcription initiation factor tfiid subunit 12b ame: full=protein cytokinin-hypersensitive 1 ame: full=protein enhanced ethylene response 4 ame: full=tbp-associated factor 12b short= 12b"
"comp102163_c0_seq1_m.12877"	"nac43_arath ame: full=nac domain-containing protein 43 short=anac043 ame: full=protein embryo defective 2301 ame: full=protein nac secondary wall thickening promoting factor 1"
"comp102185_c0_seq1_m.12880"	"bh117_arath ame: full=transcription factor bhlh117 ame: full=basic helix-loop-helix protein 117 short= 117 short=bhlh 117 ame: full=transcription factor en 140 ame: full=bhlh transcription factor bhlh117"
"comp102187_c0_seq1_m.12881"	"agl62_arath ame: full=agamous-like mads-box protein agl62"
"comp10218_c0_seq1_m.26216"	"pabn2_arath ame: full=polyadenylate-binding protein 2 short= abn2 short= abn3 short=poly -binding protein 2 ame: full=nuclear poly -binding protein 2 ame: full=poly -binding protein ii short=pabii"
"comp10218_c0_seq2_m.26217"	"pabn2_arath ame: full=polyadenylate-binding protein 2 short= abn2 short= abn3 short=poly -binding protein 2 ame: full=nuclear poly -binding protein 2 ame: full=poly -binding protein ii short=pabii"
"comp10218_c0_seq4_m.26218"	"pabn2_arath ame: full=polyadenylate-binding protein 2 short= abn2 short= abn3 short=poly -binding protein 2 ame: full=nuclear poly -binding protein 2 ame: full=poly -binding protein ii short=pabii"
"comp10218_c0_seq5_m.26219"	"pabn2_arath ame: full=polyadenylate-binding protein 2 short= abn2 short= abn3 short=poly -binding protein 2 ame: full=nuclear poly -binding protein 2 ame: full=poly -binding protein ii short=pabii"
"comp10219_c0_seq1_m.4633"	"sau36_arath ame: full=auxin-responsive protein saur36 ame: full=protein response to auxins and gibberellins 1 ame: full=protein senescence-associated gene 201 ame: full=protein small auxin up rna 36"
"comp1021_c0_seq1_m.277"	"ent8_arath ame: full=equilibrative nucleotide transporter 8 short= 8 ame: full=nucleoside transporter ent8"
"comp10220_c0_seq1_m.4634"	"sypm_arath ame: full=proline--trna chloroplastic mitochondrial ame: full=prolyl-trna synthetase 1 short=prors1 ame: full=prolyl-trna synthetase short= ame: full=protein ovule abortion 6 flags: precursor"
"comp102217_c0_seq1_m.12883"	"pti6_sollc ame: full=pathogenesis-related genes transcriptional activator pti6 ame: full=pto-interacting protein 6"
"comp10221_c0_seq1_m.32763"	"y1559_arath ame: full=duf21 domain-containing protein chloroplastic ame: full=cbs domain-containing protein cbsdufch2 flags: precursor"
"comp10221_c0_seq1_m.32764"	"y3307_arath ame: full= duf21 domain-containing protein chloroplastic ame: full=cbs domain-containing protein cbsdufch1 flags: precursor"
"comp10222_c0_seq1_m.21759"	"ppr40_arath ame: full=pentatricopeptide repeat-containing protein mitochondrial flags: precursor"
"comp10222_c1_seq1_m.21760"	"ppr40_arath ame: full=pentatricopeptide repeat-containing protein mitochondrial flags: precursor"
"comp10223_c0_seq1_m.29539"	"cml42_arath ame: full=calcium-binding protein cml42 ame: full=calmodulin-like protein 42"
"comp10223_c0_seq2_m.29540"	"cml42_arath ame: full=calcium-binding protein cml42 ame: full=calmodulin-like protein 42"
"comp102254_c0_seq1_m.12884"	"ppr21_arath ame: full=pentatricopeptide repeat-containing protein chloroplastic ame: full=protein organelle transcript processing 82 flags: precursor"
"comp10225_c0_seq1_m.4635"	"rbl20_arath ame: full=rhomboid-like protein 20 short= 20"
"comp10226_c0_seq1_m.4636"	"mp702_orysj ame: full=microtubule-associated protein 70-2 short= 70-2 ame: full=70 kda microtubule-associated protein 2"
"comp10227_c0_seq1_m.4637"	"ptr41_arath ame: full=protein nrt1 ptr family short= ame: full=probable nitrate excretion transporter 5 ame: full=protein naxt1-like 4"
"comp102286_c0_seq1_m.12887"	"ufo_arath ame: full=protein unusual floral organs ame: full=f-box only protein 1 short= 1"
"comp102298_c0_seq1_m.12888"	"bad1_arath ame: full=ankyrin repeat-containing protein bda1 ame: full=protein bian da 1"
"comp10231_c0_seq1_m.17292"	"agl6_arath ame: full=agamous-like mads-box protein agl6"
"comp10232_c0_seq1_m.4639"	"bah1l_arath ame: full=probable e3 ubiquitin-protein ligase bah1-like ame: full=ring finger protein 178 ame: full=ring-type e3 ubiquitin transferase bah1-like"
"comp10232_c0_seq1_m.4640"	"bah1l_arath ame: full=probable e3 ubiquitin-protein ligase bah1-like ame: full=ring finger protein 178 ame: full=ring-type e3 ubiquitin transferase bah1-like"
"comp10233_c0_seq1_m.23935"	"blh9_arath ame: full=bel1-like homeodomain protein 9 short=bel1-like protein 9 ame: full=protein bellringer ame: full=protein larson ame: full=protein pennywise ame: full=protein replumless ame: full=protein vaamana"
"comp10233_c0_seq1_m.23936"	"blh9_arath ame: full=bel1-like homeodomain protein 9 short=bel1-like protein 9 ame: full=protein bellringer ame: full=protein larson ame: full=protein pennywise ame: full=protein replumless ame: full=protein vaamana"
"comp10233_c1_seq1_m.23937"	"blh8_arath ame: full=bel1-like homeodomain protein 8 short=bel1-like protein 8 ame: full=protein pound-foolish"
"comp102342_c0_seq1_m.12890"	"ppr46_arath ame: full= pentatricopeptide repeat-containing protein at1g16830"
"comp102343_c0_seq1_m.12891"	"dmc1_soybn ame: full=meiotic recombination protein dmc1 homolog"
"comp102348_c0_seq1_m.12892"	"myb56_arath ame: full=transcription factor myb56 ame: full=myb-related protein 56 short= 56 ame: full=protein brassinosteroids at vascular and organizing center"
"comp10234_c0_seq1_m.20824"	"pp344_arath ame: full=pentatricopeptide repeat-containing protein chloroplastic ame: full=protein proton gradient regulation 3 flags: precursor"
"comp10234_c0_seq2_m.20825"	"pp344_arath ame: full=pentatricopeptide repeat-containing protein chloroplastic ame: full=protein proton gradient regulation 3 flags: precursor"
"comp10235_c0_seq1_m.31441"	"ysl6_arath ame: full=probable metal-nicotianamine transporter ysl6 ame: full=protein yellow stripe like 6 short= 6"
"comp10235_c1_seq1_m.31442"	"ysl6_arath ame: full=probable metal-nicotianamine transporter ysl6 ame: full=protein yellow stripe like 6 short= 6"
"comp10235_c1_seq2_m.31443"	"ysl6_arath ame: full=probable metal-nicotianamine transporter ysl6 ame: full=protein yellow stripe like 6 short= 6"
"comp102367_c0_seq1_m.12893"	"ups2_arath ame: full=ureide permease 2 short= 2"
