Transcript	meanFST	WeightFST	Transcript2	Scaffold	Start	End	Length	Sex.Linkage	LG	cm_male	cf_female
comp17283_c0_seq3_m.17572	 -0.010342	 -0.013115	comp17283_c0_seq3_m.17572	scaffold_2396	489	24898	24409	Au	3	37.11	44.9
comp8251_c0_seq1_m.3374	 -0.012454	 -0.019037	comp8251_c0_seq1_m.3374	scaffold4790_1_size16922	10725	12294	1569	Au	3	40.82	52.31
comp13784_c0_seq1_m.25860	 -0.014559	 -0.020545	comp13784_c0_seq1_m.25860	scaffold6262_1_size13879	3128	4265	1137	Au	6	72.52	70.45
comp14066_c1_seq1_m.21045	 -0.03393	 -0.03393	comp14066_c1_seq1_m.21045	scaffold5713_1_size14990	801	1394	593	Au	8	51.07	53.99
comp9460_c0_seq1_m.4152	 0.0023234	 0.0074673	comp9460_c0_seq1_m.4152	scaffold_1981	316	15515	15199	Au	3	27.85	28.23
comp7306_c0_seq1_m.38730	 -0.0054446	 -0.009667	comp7306_c0_seq1_m.38730	scaffold1562_1_size33059	25333	26632	1299	Au	3	87.12	102.31
comp17582_c0_seq1_m.26867	 -0.014729	 -0.016342	comp17582_c0_seq1_m.26867	scaffold41_1_size124570	8971	9706	735	Au	2	49.06	42.82
comp9987_c0_seq1_m.4489	 -nan	 -nan	comp9987_c0_seq1_m.4489	scaffold_1421	90	3859	3769	SL	1	53.85	63.11
comp3867_c0_seq1_m.779	 -0.01408	 -0.017452	comp3867_c0_seq1_m.779	scaffold11798_1_size7876	142	4063	3921	Au	2	71.28	87.27
comp5875_c0_seq1_m.2029	 -0.025641	 -0.025641	comp5875_c0_seq1_m.2029	scaffold1692_1_size31632	20319	23761	3442	SL	1	53.85	52
comp7151_c0_seq1_m.2765	 -0.0096214	 -0.011449	comp7151_c0_seq1_m.2765	scaffold_3776	359	10482	10123	SL	1	53.85	64.96
comp15248_c0_seq1_m.25623	 -0.012697	 -0.026675	comp15248_c0_seq1_m.25623	scaffold_206	4748	12578	7830	Au	2	26.83	15.04
comp6853_c0_seq2_m.20906	 -0.01437	 -0.016459	comp6853_c0_seq2_m.20906	scaffold6269_1_size13870	12926	13228	302	Au	3	5.63	13.42
comp12169_c0_seq2_m.27050	 -0.020487	 -0.023217	comp12169_c0_seq2_m.27050	scaffold_512	5072	13365	8293	PAR	1	87.19	83.49
comp16119_c0_seq1_m.35662	 -0.0095185	 -0.015697	comp16119_c0_seq1_m.35662	scaffold1_1_size329358	31086	31514	428	Au	4	28	33.78
comp14460_c0_seq1_m.7618	 0.042853	 0.065642	comp14460_c0_seq1_m.7618	scaffold31769_1_size2352	512	1090	578	Au	6	33.63	40.82
comp57951_c0_seq1_m.11744	 -0.0032638	 -0.003516	comp57951_c0_seq1_m.11744	scaffold_1283	53050	58177	5127	Au	8	58.48	59.55
comp16053_c0_seq1_m.8706	 -0.0098684	 -0.017544	comp16053_c0_seq1_m.8706	scaffold_83	706	3992	3286	SL	1	53.85	46.44
comp5109_c0_seq1_m.1694	 -0.032895	 -0.032895	comp5109_c0_seq1_m.1694	scaffold_3439	11403	12859	1456	Au	5	55.63	56
comp5735_c0_seq1_m.1973	 -0.017247	 -0.024798	comp5735_c0_seq1_m.1973	scaffold9337_1_size10187	5221	7519	2298	Au	6	33.63	38.96
comp10512_c0_seq1_m.4832	 -0.026958	 -0.026958	comp10512_c0_seq1_m.4832	scaffold20167_1_size4687	445	997	552	Au	4	16.89	24.52
comp5026_c0_seq1_m.1632	 -0.0088467	 -0.010385	comp5026_c0_seq1_m.1632	scaffold1647_1_size32123	5780	6293	513	Au	5	70.45	67.11
comp17743_c0_seq1_m.29357	 -0.019037	 -0.019037	comp17743_c0_seq1_m.29357	scaffold_1226	367	5672	5305	Au	6	65.11	61.19
comp6340_c0_seq1_m.2263	 0.0011721	 0.0029093	comp6340_c0_seq1_m.2263	scaffold22650_1_size3649	1265	1683	418	Au	4	61.34	68.97
comp9171_c0_seq1_m.3953	 -0.0097924	 -0.015971	comp9171_c0_seq1_m.3953	scaffold_716	14504	17007	2503	Au	8	21.44	24.36
comp12541_c0_seq1_m.6239	 -0.0020653	 -0.0090529	comp12541_c0_seq1_m.6239	scaffold_3522	9931	15084	5153	Au	3	46.37	65.27
comp16617_c0_seq1_m.23567	 0.043379	 0.071586	comp16617_c0_seq1_m.23567	scaffold_572	27878	28336	458	SL	1	53.85	57.56
comp10705_c0_seq1_m.4974	 -0.023179	 -0.027362	comp10705_c0_seq1_m.4974	scaffold10838_1_size8536	7102	8358	1256	PAR	1	11.25	9.33
comp13795_c0_seq2_m.27796	 0.029957	 0.033508	comp13795_c0_seq2_m.27796	scaffold_2109	39050	41367	2317	Au	6	13.26	7.48
comp13738_c0_seq1_m.31139	 -0.026375	 -0.028985	comp13738_c0_seq1_m.31139	scaffold204_1_size74893	3574	9479	5905	Au	6	13.26	7.48
comp17496_c0_seq1_m.34276	 -0.011777	 -0.01662	comp17496_c0_seq1_m.34276	scaffold_1387	221	36704	36483	Au	2	49.06	39.11
comp18859_c1_seq1_m.24592	 -0.011012	 -0.016318	comp18859_c1_seq1_m.24592	scaffold748_1_size46406	17451	19710	2259	Au	4	37.26	35.63
comp12813_c1_seq1_m.26293	 0.0087495	 0.0089515	comp12813_c1_seq1_m.26293	scaffold_1214	14232	20826	6594	PAR	1	52	44.59
comp14324_c0_seq1_m.21017	 -0.00084983	 -0.010414	comp14324_c0_seq1_m.21017	scaffold2358_1_size26440	20038	26245	6207	SL	1	53.85	48.3
comp7155_c1_seq1_m.22405	 -0.015297	 -0.012237	comp7155_c1_seq1_m.22405	scaffold2_1_size275968	264561	265099	538	Au	3	42.67	61.57
comp11084_c0_seq1_m.30297	 -0.0048151	 -0.017104	comp11084_c0_seq1_m.30297	scaffold3208_1_size22091	8292	8684	392	SL	1	53.85	48.3
comp12863_c0_seq1_m.6472	 -0.0021425	 -0.0039703	comp12863_c0_seq1_m.6472	scaffold_651	1	1099	1098	PAR	1	33.48	18.59
comp17838_c0_seq1_m.36944	 -0.020338	 -0.023196	comp17838_c0_seq1_m.36944	scaffold_3987	5221	6239	1018	Au	3	61.19	81.94
comp11826_c0_seq1_m.5729	 -0.013823	 -0.017716	comp11826_c0_seq1_m.5729	scaffold_2853	8696	12475	3779	Au	2	69.43	79.86
comp13541_c1_seq1_m.17442	 -0.020322	 -0.019464	comp13541_c1_seq1_m.17442	scaffold20175_1_size4680	1975	4193	2218	Au	5	74.15	67.11
comp13531_c0_seq1_m.6961	 -0.0050506	 -0.026076	comp13531_c0_seq1_m.6961	scaffold_410	334	19038	18704	SL	1	53.85	64.96
comp10001_c0_seq1_m.21416	 -0.013822	 -0.026095	comp10001_c0_seq1_m.21416	scaffold_4208	86677	87905	1228	Au	8	28.84	28.07
comp124196_c0_seq1_m.13472	 -0.020411	 -0.023566	comp124196_c0_seq1_m.13472	scaffold3093_1_size22618	11890	16066	4176	PAR	1	24.22	13.04
comp10603_c0_seq3_m.28693	 0.02596	 0.025756	comp10603_c0_seq3_m.28693	scaffold_1960	75667	79446	3779	PAR	1	77.93	77.93
comp15307_c0_seq1_m.20504	 -0.018136	 -0.027239	comp15307_c0_seq1_m.20504	scaffold1336_1_size35682	1800	11833	10033	Au	2	36.09	24.3
comp11946_c0_seq1_m.5813	 -0.01642	 -0.015544	comp11946_c0_seq1_m.5813	scaffold6742_1_size13056	11291	12092	801	Au	5	40.82	26.37
comp6850_c0_seq1_m.2587	 -0.024381	 -0.029469	comp6850_c0_seq1_m.2587	scaffold5000_1_size16486	895	4285	3390	Au	7	1.85	13.49
comp111399_c0_seq1_m.13120	 0.0025111	 0.00029917	comp111399_c0_seq1_m.13120	scaffold2683_1_size24545	9557	9937	380	PAR	1	74.23	77.93
comp17090_c0_seq1_m.9346	 0.0031087	 0.0085144	comp17090_c0_seq1_m.9346	scaffold_2943	60	6283	6223	Au	3	5.63	18.97
comp89031_c0_seq1_m.12525	 -0.016275	 -0.015127	comp89031_c0_seq1_m.12525	scaffold_3567	111879	113473	1594	Au	6	13.26	11.18
comp92701_c0_seq1_m.12650	 -0.014351	 -0.024001	comp92701_c0_seq1_m.12650	scaffold_693	47746	48369	623	Au	8	43.66	42.88
comp12433_c0_seq1_m.6161	 -0.012259	 -0.017412	comp12433_c0_seq1_m.6161	scaffold44652_1_size1672	558	1604	1046	Au	4	61.34	61.56
comp17667_c0_seq1_m.9691	 -0.014249	 -0.019447	comp17667_c0_seq1_m.9691	scaffold34028_1_size2189	197	1894	1697	Au	8	23.29	24.36
comp11727_c0_seq1_m.23764	 -0.0032443	 -0.014541	comp11727_c0_seq1_m.23764	scaffold3147_1_size22367	12136	21827	9691	Au	6	52.15	57.49
comp12243_c0_seq1_m.6020	 0.011917	 0.032213	comp12243_c0_seq1_m.6020	scaffold5736_1_size14934	3644	9576	5932	SL	1	53.85	52
comp16984_c0_seq1_m.9284	 0.0081973	 0.01433	comp16984_c0_seq1_m.9284	scaffold25286_1_size3081	539	3081	2542	Au	4	5.78	18.96
comp17184_c0_seq1_m.17241	 -0.0025196	 0.003137	comp17184_c0_seq1_m.17241	scaffold_1771	1363	9850	8487	Au	7	16.67	35.71
comp8421_c0_seq1_m.3484	 -0.022139	 -0.024809	comp8421_c0_seq1_m.3484	scaffold23540_1_size3421	886	1481	595	Au	4	29.85	33.78
comp17385_c0_seq1_m.9528	 0.049709	 0.056599	comp17385_c0_seq1_m.9528	scaffold_155	3919	13120	9201	Au	2	37.94	26.15
comp18737_c0_seq1_m.10312	 -0.0039867	 0.020111	comp18737_c0_seq1_m.10312	scaffold_1467	1	1581	1580	Au	4	5.78	18.96
comp14683_c0_seq1_m.7762	 -nan	 -nan	comp14683_c0_seq1_m.7762	scaffold19241_1_size5269	2523	4278	1755	SL	1	53.85	48.3
comp16299_c0_seq1_m.30227	 -0.004044	 -0.012255	comp16299_c0_seq1_m.30227	scaffold_2788	121819	125356	3537	SL	1	53.85	66.82
comp177_c0_seq1_m.40	 -0.0090753	 -0.0086651	comp177_c0_seq1_m.40	scaffold1996_1_size29024	27204	28034	830	Au	4	29.85	33.78
comp7271_c0_seq1_m.2829	 -0.005682	 -0.01685	comp7271_c0_seq1_m.2829	scaffold4418_1_size17914	283	2922	2639	Au	2	63.87	74.3
comp15834_c0_seq3_m.17737	 0.0049564	 -0.005549	comp15834_c0_seq3_m.17737	scaffold12278_1_size7599	5072	7018	1946	Au	6	33.63	38.96
comp7760_c0_seq1_m.3120	 -0.01169	 -0.020287	comp7760_c0_seq1_m.3120	scaffold2837_1_size23790	587	3086	2499	Au	3	37.11	46.75
comp18649_c0_seq1_m.10254	 -0.024931	 -0.024931	comp18649_c0_seq1_m.10254	scaffold4609_1_size17382	15493	16920	1427	Au	7	27.78	39.42
comp9477_c0_seq1_m.4165	 0.010526	 -0.014035	comp9477_c0_seq1_m.4165	scaffold1766_1_size30952	27724	29401	1677	Au	5	37.11	20.81
comp8885_c0_seq1_m.17755	 -nan	 -nan	comp8885_c0_seq1_m.17755	scaffold40_1_size126885	41827	44679	2852	Au	4	26.15	31.92
comp37322_c0_seq1_m.11258	 -0.014641	 -0.02141	comp37322_c0_seq1_m.11258	scaffold435_1_size57054	18981	19883	902	Au	2	71.28	90.97
comp9797_c0_seq1_m.26709	 -0.013522	 -0.013333	comp9797_c0_seq1_m.26709	scaffold4805_1_size16886	5132	5611	479	PAR	1	7.55	7.48
comp17257_c0_seq2_m.37897	 -0.012569	 -0.023392	comp17257_c0_seq2_m.37897	scaffold4916_1_size16663	8430	11334	2904	Au	5	55.63	56
comp16319_c0_seq1_m.8869	 -0.0049423	 -0.013399	comp16319_c0_seq1_m.8869	scaffold_1003	30	2902	2872	Au	7	42.6	74.6
comp10835_c0_seq1_m.29490	 -0.020989	 -0.027249	comp10835_c0_seq1_m.29490	scaffold_4084	51652	53254	1602	Au	3	61.19	81.94
comp12542_c0_seq1_m.6240	 -0.004122	 -0.0065964	comp12542_c0_seq1_m.6240	scaffold1961_1_size29307	23595	26108	2513	Au	6	42.89	50.08
comp8971_c0_seq1_m.3834	 -0.012556	 -0.010254	comp8971_c0_seq1_m.3834	scaffold3497_1_size20970	12060	13994	1934	Au	6	42.89	50.08
comp4026_c0_seq1_m.898	 0.0079121	 0.017378	comp4026_c0_seq1_m.898	scaffold481_1_size54909	39479	43822	4343	PAR	1	37.18	20.44
comp14105_c0_seq1_m.7347	 0.015893	 0.013344	comp14105_c0_seq1_m.7347	scaffold_1958	49504	85033	35529	Au	4	5.78	17.11
comp263105_c0_seq1_m.15073	 -0.009349	 -0.018072	comp263105_c0_seq1_m.15073	scaffold_2166	1330	5499	4169	Au	6	33.63	40.82
comp16123_c0_seq1_m.8756	 -0.0060137	 -0.014412	comp16123_c0_seq1_m.8756	scaffold_81	413	4026	3613	Au	5	20.44	18.96
comp18835_c0_seq1_m.25755	 -0.00071552	 -0.0032895	comp18835_c0_seq1_m.25755	scaffold10172_1_size9234	4798	8845	4047	Au	6	18.81	11.18
comp13465_c0_seq1_m.18231	 -nan	 -nan	comp13465_c0_seq1_m.18231	scaffold5087_1_size16255	13078	15348	2270	Au	3	76.01	87.5
comp10601_c0_seq1_m.21071	 -0.0058079	 -0.021473	comp10601_c0_seq1_m.21071	scaffold_1606	666	9245	8579	Au	7	38.89	72.75
comp4942_c0_seq1_m.1563	 -0.0056189	 -0.02158	comp4942_c0_seq1_m.1563	scaffold_3786	7745	12103	4358	Au	4	39.11	39.33
comp25426_c0_seq1_m.10938	 -0.0092097	 -0.012728	comp25426_c0_seq1_m.10938	scaffold925_1_size42423	23980	25854	1874	Au	2	39.8	33.56
comp10897_c0_seq1_m.32603	 0.013889	 0.0088728	comp10897_c0_seq1_m.32603	scaffold1212_1_size37367	23209	25657	2448	Au	6	33.63	37.11
comp10180_c0_seq1_m.26369	 0.053481	 0.053516	comp10180_c0_seq1_m.26369	scaffold840_1_size44344	22617	22988	371	Au	6	65.11	59.34
comp15474_c0_seq1_m.19180	 -nan	 -nan	comp15474_c0_seq1_m.19180	scaffold62991_1_size1208	29	331	302	Au	7	35.19	63.49
comp16222_c1_seq2_m.31043	 -0.00020143	 -0.012083	comp16222_c1_seq2_m.31043	scaffold_1856	27679	28285	606	Au	3	44.52	63.42
comp12050_c0_seq1_m.24487	 -0.0039729	 -0.0012745	comp12050_c0_seq1_m.24487	scaffold24809_1_size3163	410	3106	2696	Au	7	29.63	41.27
comp14182_c0_seq1_m.7427	 1.1276e-16	 1.1276e-16	comp14182_c0_seq1_m.7427	scaffold100370_1_size776	373	771	398	Au	3	74.15	85.65
comp13179_c0_seq1_m.6711	 -0.0062154	 -0.016286	comp13179_c0_seq1_m.6711	scaffold1464_1_size34279	5137	7522	2385	Au	6	76.23	72.3
comp6751_c0_seq1_m.18364	 -nan	 -nan	comp6751_c0_seq1_m.18364	scaffold5930_1_size14499	1095	1625	530	Au	3	81.56	98.61
comp8495_c0_seq1_m.3525	 -0.0074043	 -0.015962	comp8495_c0_seq1_m.3525	scaffold6742_1_size13056	4258	7447	3189	Au	5	40.82	26.37
comp17341_c0_seq1_m.31088	 -0.012022	 -0.016205	comp17341_c0_seq1_m.31088	scaffold231_1_size72122	13755	15018	1263	Au	6	48.44	55.63
comp6099_c0_seq1_m.32821	 -nan	 -nan	comp6099_c0_seq1_m.32821	scaffold_1283	48148	51199	3051	Au	8	58.48	59.55
comp16649_c1_seq1_m.27509	 0.0027942	 0.015449	comp16649_c1_seq1_m.27509	scaffold985_1_size41282	5846	6399	553	SL	1	53.85	46.44
comp12220_c0_seq1_m.6009	 -0.0065295	 -0.013187	comp12220_c0_seq1_m.6009	scaffold_3578	892	7836	6944	Au	6	31.78	29.7
comp18791_c0_seq1_m.22655	 -0.0049452	 -0.00030779	comp18791_c0_seq1_m.22655	scaffold222_1_size73037	17032	23489	6457	Au	5	53.78	44.89
comp150_c1_seq1_m.38325	 0.0076552	 0.0064139	comp150_c1_seq1_m.38325	scaffold_1930	8800	10796	1996	Au	2	39.8	33.56
comp4936_c0_seq1_m.1561	 -0.014091	 -0.023551	comp4936_c0_seq1_m.1561	scaffold222_1_size73037	42403	71837	29434	Au	5	53.78	44.89
comp5860_c0_seq1_m.2022	 0.031011	 0.057236	comp5860_c0_seq1_m.2022	scaffold_2342	2284	2616	332	Au	5	53.78	44.89
comp14933_c0_seq1_m.7933	 -0.0089667	 -0.01496	comp14933_c0_seq1_m.7933	scaffold53505_1_size1409	334	1371	1037	Au	3	27.85	28.23
comp68615_c0_seq1_m.12003	 -0.020614	 -0.023279	comp68615_c0_seq1_m.12003	scaffold3735_1_size20011	18909	19547	638	Au	2	34.24	22.44
comp7690_c0_seq1_m.32404	 -0.013796	 -0.013876	comp7690_c0_seq1_m.32404	scaffold2688_1_size24524	8964	24052	15088	Au	6	29.92	29.7
comp4902_c0_seq1_m.1535	 -0.0013094	 -0.01403	comp4902_c0_seq1_m.1535	scaffold3228_1_size22027	11343	11800	457	Au	6	13.26	7.48
comp17215_c0_seq1_m.18217	 -0.0085889	 -0.014922	comp17215_c0_seq1_m.18217	scaffold5089_1_size16252	10309	15586	5277	SL	1	53.85	48.3
comp10479_c0_seq1_m.4807	 -0.0034339	 -0.0063432	comp10479_c0_seq1_m.4807	scaffold862_1_size43779	18642	21257	2615	SL	1	53.85	53.85
comp14225_c0_seq1_m.7461	 -nan	 -nan	comp14225_c0_seq1_m.7461	scaffold5782_1_size14818	12323	14233	1910	Au	6	72.52	70.45
comp16838_c0_seq1_m.9207	 -0.019037	 -0.019037	comp16838_c0_seq1_m.9207	scaffold_2491	5773	11670	5897	Au	7	51.86	80.16
comp10883_c0_seq1_m.5094	 -0.0016474	 0.0018736	comp10883_c0_seq1_m.5094	scaffold_2236	14568	18677	4109	PAR	1	48.3	40.89
comp6888_c0_seq1_m.2616	 -0.004744	 -0.0073854	comp6888_c0_seq1_m.2616	scaffold1812_1_size30565	5578	6678	1100	Au	7	31.49	52.38
comp171422_c0_seq1_m.14442	 -0.025689	 -0.017765	comp171422_c0_seq1_m.14442	scaffold119_1_size88750	75207	75536	329	Au	5	13.04	13.4
comp18830_c0_seq5_m.28857	 -0.028809	 -0.030029	comp18830_c0_seq5_m.28857	scaffold194_1_size76461	51876	52937	1061	Au	2	69.43	79.86
comp4946_c0_seq1_m.1566	 -0.018656	 -0.025142	comp4946_c0_seq1_m.1566	scaffold15853_1_size6342	5040	5822	782	Au	5	55.63	59.7
comp12789_c0_seq3_m.24370	 0.018934	 0.016005	comp12789_c0_seq3_m.24370	scaffold891_1_size43036	30942	32978	2036	Au	5	50.08	30.07
comp2258_c0_seq1_m.38298	 -0.015188	 -0.035294	comp2258_c0_seq1_m.38298	scaffold_1359	15449	15811	362	Au	4	13.18	18.96
comp15122_c0_seq1_m.8070	 0.004463	 0.0073047	comp15122_c0_seq1_m.8070	scaffold3716_1_size20105	5555	6226	671	Au	3	53.78	78.24
comp15984_c1_seq3_m.16968	 -0.0009909	 -0.011119	comp15984_c1_seq3_m.16968	scaffold_3535	107856	111685	3829	Au	6	26.22	20.44
comp17168_c0_seq1_m.9392	 -0.0061637	 -0.020557	comp17168_c0_seq1_m.9392	scaffold4761_1_size17010	7925	12353	4428	Au	3	87.12	102.31
comp35141_c0_seq1_m.11195	 -0.0018316	 -0.005976	comp35141_c0_seq1_m.11195	scaffold6077_1_size14224	10510	11928	1418	Au	3	42.67	59.72
comp11798_c0_seq1_m.5708	 -0.021438	 -0.025025	comp11798_c0_seq1_m.5708	scaffold4267_1_size18307	801	1861	1060	Au	8	21.44	16.95
comp6676_c0_seq1_m.2460	 -0.010016	 -0.016901	comp6676_c0_seq1_m.2460	scaffold456_1_size56061	21719	29516	7797	Au	3	57.49	78.24
comp9414_c0_seq1_m.4119	 -0.0143	 -0.021438	comp9414_c0_seq1_m.4119	scaffold4076_1_size18926	4457	7866	3409	Au	3	76.01	89.35
comp14509_c0_seq2_m.36803	 -0.006083	 -0.0067644	comp14509_c0_seq2_m.36803	scaffold3033_1_size22879	14333	16698	2365	Au	7	27.78	37.56
comp4796_c0_seq1_m.22033	 0.015586	 0.0067251	comp4796_c0_seq1_m.22033	scaffold3612_1_size20491	8573	12532	3959	Au	8	64.03	66.96
comp13704_c0_seq1_m.7062	 -0.0028588	 -0.014767	comp13704_c0_seq1_m.7062	scaffold2401_1_size26154	7111	10414	3303	PAR	1	11.25	7.48
comp13892_c0_seq2_m.31968	 -0.022381	 -0.024994	comp13892_c0_seq2_m.31968	scaffold_3725	10874	13292	2418	Au	5	64.89	65.26
comp17665_c0_seq1_m.22708	 -0.016694	 -0.017837	comp17665_c0_seq1_m.22708	scaffold_850	5163	8623	3460	Au	8	25.14	24.36
comp17436_c0_seq1_m.18822	 0.016553	 0.031733	comp17436_c0_seq1_m.18822	scaffold_529	21278	24784	3506	Au	3	79.71	96.76
comp7329_c0_seq1_m.2870	 -0.0011555	 -0.009349	comp7329_c0_seq1_m.2870	scaffold_975	53665	56764	3099	Au	8	49.22	44.73
comp1099_c0_seq1_m.292	 -0.023176	 -0.025042	comp1099_c0_seq1_m.292	scaffold456_1_size56061	5067	5550	483	Au	3	57.49	78.24
comp15923_c0_seq1_m.8610	 -0.010508	 -0.0094433	comp15923_c0_seq1_m.8610	scaffold_1194	26	17445	17419	Au	3	33.41	28.23
comp17243_c0_seq1_m.21470	 -0.0066068	 -0.0067056	comp17243_c0_seq1_m.21470	scaffold5044_1_size16373	5187	13265	8078	Au	3	87.12	102.31
comp10086_c0_seq1_m.37609	 -0.016334	 -0.016334	comp10086_c0_seq1_m.37609	scaffold1320_1_size35938	27156	28505	1349	Au	6	61.41	57.49
comp17733_c0_seq1_m.9734	 -nan	 -nan	comp17733_c0_seq1_m.9734	scaffold11922_1_size7796	5804	7796	1992	Au	7	7.41	17.19
comp9850_c0_seq1_m.34739	 -0.0065354	 -0.017323	comp9850_c0_seq1_m.34739	scaffold_975	44805	49771	4966	Au	8	49.22	44.73
comp15537_c0_seq1_m.36703	 -0.021726	 -0.029631	comp15537_c0_seq1_m.36703	scaffold5884_1_size14587	5356	7964	2608	Au	5	29.7	20.81
comp10516_c0_seq2_m.34578	 -nan	 -nan	comp10516_c0_seq2_m.34578	scaffold20375_1_size4546	1783	2535	752	Au	3	33.41	28.23
comp14041_c0_seq1_m.7293	 0.014525	 -0.0019679	comp14041_c0_seq1_m.7293	scaffold2827_1_size23845	8553	12026	3473	Au	4	52.08	48.59
comp23027_c0_seq1_m.10816	 2.1684e-17	 2.1684e-17	comp23027_c0_seq1_m.10816	scaffold373_1_size60656	6260	10589	4329	Au	6	24.37	14.89
comp12890_c0_seq1_m.6499	 0.0042751	 0.016778	comp12890_c0_seq1_m.6499	scaffold22043_1_size3836	1270	3836	2566	SL	1	53.85	68.67
comp9201_c0_seq1_m.3975	 -0.010123	 -0.014176	comp9201_c0_seq1_m.3975	scaffold38821_1_size1915	18	1696	1678	Au	4	57.63	52.3
comp5266_c0_seq1_m.1766	 0.026995	 0.016926	comp5266_c0_seq1_m.1766	scaffold8509_1_size11053	1096	1605	509	Au	3	35.26	31.94
comp16007_c0_seq1_m.18784	 -0.0099388	 -0.015626	comp16007_c0_seq1_m.18784	scaffold_902	2048	4375	2327	Au	4	29.85	33.78
comp15458_c0_seq1_m.8300	 -0.015538	 -0.023074	comp15458_c0_seq1_m.8300	scaffold4049_1_size18997	14175	17888	3713	Au	8	21.44	20.66
comp18731_c0_seq1_m.10309	 -nan	 -nan	comp18731_c0_seq1_m.10309	scaffold_704	64	6494	6430	Au	2	37.94	28
comp14373_c0_seq1_m.7561	 -0.019555	 -0.022798	comp14373_c0_seq1_m.7561	scaffold1222_1_size37181	18202	21313	3111	Au	6	48.44	57.49
comp10048_c0_seq1_m.4526	 -0.018936	 -0.015178	comp10048_c0_seq1_m.4526	scaffold_2086	2347	17785	15438	Au	4	11.33	18.96
comp99_c0_seq1_m.23594	 0.0028378	 0.0090253	comp99_c0_seq1_m.23594	scaffold_3318	868	9033	8165	Au	6	24.37	16.74
comp17349_c0_seq1_m.37291	 -0.0084292	 -0.012731	comp17349_c0_seq1_m.37291	scaffold_240	392	22586	22194	Au	8	26.99	24.36
comp6857_c0_seq1_m.2591	 0.027101	 0.041334	comp6857_c0_seq1_m.2591	scaffold_230	1427	14576	13149	Au	2	71.28	90.97
comp9292_c0_seq1_m.4043	 -nan	 -nan	comp9292_c0_seq1_m.4043	scaffold19365_1_size5197	153	1682	1529	Au	3	53.78	68.98
comp4851_c0_seq1_m.1505	 -0.0085208	 -0.018624	comp4851_c0_seq1_m.1505	scaffold132_1_size85932	55301	56119	818	Au	6	20.66	14.89
comp17506_c0_seq1_m.15537	 -nan	 -nan	comp17506_c0_seq1_m.15537	scaffold3367_1_size21494	17545	20099	2554	Au	5	35.26	20.81
comp3017_c0_seq1_m.604	 0.026316	 0.032895	comp3017_c0_seq1_m.604	scaffold4143_1_size18667	1078	5834	4756	Au	3	72.3	85.65
comp13995_c0_seq1_m.7262	 -0.00049823	 -0.00037684	comp13995_c0_seq1_m.7262	scaffold2457_1_size25865	16431	16846	415	Au	7	31.49	43.12
comp12119_c1_seq1_m.19432	 1.1276e-16	 1.1276e-16	comp12119_c1_seq1_m.19432	scaffold_3445	15348	17010	1662	Au	5	55.63	56
comp7508_c0_seq1_m.26741	 0.012391	 0.046942	comp7508_c0_seq1_m.26741	scaffold1966_1_size29276	17171	19969	2798	Au	5	31.56	20.81
comp17429_c0_seq1_m.9555	 -0.0095357	 -0.013401	comp17429_c0_seq1_m.9555	scaffold1139_1_size38475	33051	36289	3238	Au	3	76.01	87.5
comp14657_c0_seq1_m.7743	 -0.0095185	 -0.015697	comp14657_c0_seq1_m.7743	scaffold6768_1_size13022	3594	8409	4815	Au	3	14.89	20.82
comp8014_c0_seq1_m.32939	 -0.025258	 -0.030029	comp8014_c0_seq1_m.32939	scaffold51_1_size116823	3755	5005	1250	Au	4	61.34	68.97
comp7088_c0_seq1_m.2724	 -0.017961	 -0.019819	comp7088_c0_seq1_m.2724	scaffold4631_1_size17330	787	5198	4411	Au	2	69.43	87.27
comp40456_c0_seq1_m.11342	 -0.010702	 -0.015655	comp40456_c0_seq1_m.11342	scaffold_4128	54063	57328	3265	Au	3	42.67	61.57
comp5549_c0_seq1_m.1903	 0.0046685	 0.01094	comp5549_c0_seq1_m.1903	scaffold1_1_size329358	154713	155138	425	Au	4	28	33.78
comp13449_c0_seq1_m.6904	 -0.026066	 -0.026747	comp13449_c0_seq1_m.6904	scaffold_527	4730	7668	2938	Au	3	42.67	63.42
comp11780_c0_seq1_m.25812	 -nan	 -nan	comp11780_c0_seq1_m.25812	scaffold_3939	17316	19180	1864	Au	4	22.44	31.92
comp4570_c0_seq1_m.1250	 -0.0077821	 -0.01678	comp4570_c0_seq1_m.1250	scaffold3285_1_size21850	5062	5890	828	Au	7	35.19	57.94
comp16306_c0_seq1_m.29314	 -0.0073711	 -0.01269	comp16306_c0_seq1_m.29314	scaffold_2024	1012	13871	12859	PAR	1	31.63	18.59
comp6326_c0_seq1_m.2251	 0.006801	 0.0083485	comp6326_c0_seq1_m.2251	scaffold_3536	14135	17292	3157	Au	7	1.85	13.49
comp16024_c0_seq1_m.8675	 -0.012011	 -0.018003	comp16024_c0_seq1_m.8675	scaffold6354_1_size13664	11182	12997	1815	Au	2	49.06	39.11
comp13397_c0_seq1_m.6869	 0.0019497	 0.0056207	comp13397_c0_seq1_m.6869	scaffold_3036	498	2747	2249	Au	7	31.49	52.38
comp16631_c0_seq1_m.19264	 -0.016583	 -0.016583	comp16631_c0_seq1_m.19264	scaffold_464	33880	36066	2186	Au	3	46.37	65.27
