query	target	target_begin	target_end	AlignmentLength
comp15473_c0_seq1_m.8317	scaffold_1232	2831	15667	12836
comp17383_c0_seq1_m.38683	scaffold_1233	1137	3270	2133
comp14081_c0_seq2_m.21394	scaffold_1234	28994	38075	9081
comp11086_c0_seq1_m.15413	scaffold_1235	11543	12982	1439
comp9660_c0_seq1_m.4280	scaffold_1236	4139	6690	2551
comp12185_c0_seq1_m.5985	scaffold_1237	652	1214	562
comp9640_c0_seq1_m.23375	scaffold_1237	6605	7012	407
comp17687_c0_seq3_m.28817	scaffold_1238	599	843	244
comp17687_c0_seq1_m.28821	scaffold_1238	9451	9601	150
comp127660_c0_seq1_m.13622	scaffold_1239	8245	8896	651
comp11087_c0_seq1_m.19794	scaffold_124	6223	8190	1967
comp14367_c0_seq1_m.28579	scaffold_124	8756	12081	3325
comp14152_c0_seq1_m.7397	scaffold_1241	6	947	941
comp18890_c0_seq1_m.33748	scaffold_1242	413	1034	621
comp12825_c0_seq1_m.31716	scaffold_1242	7456	10777	3321
comp12468_c0_seq1_m.6188	scaffold_1242	13034	13628	594
comp13379_c0_seq1_m.21713	scaffold_1243	663	25260	24597
comp15619_c0_seq1_m.8425	scaffold_1244	2006	54414	52408
comp15310_c0_seq1_m.32544	scaffold_1244	28951	29367	416
comp15310_c1_seq1_m.32545	scaffold_1244	29776	37937	8161
comp15439_c1_seq1_m.15529	scaffold_1244	39777	52141	12364
comp16453_c0_seq1_m.15265	scaffold_1244	53079	54041	962
comp13830_c0_seq1_m.36225	scaffold_1245	15525	16079	554
comp20223_c0_seq1_m.10620	scaffold_1246	6	17638	17632
comp20223_c0_seq1_m.10621	scaffold_1246	14348	14888	540
comp6372_c0_seq1_m.2289	scaffold_1246	18622	19455	833
comp3973_c0_seq1_m.19845	scaffold_1246	25498	28569	3071
comp27547_c0_seq1_m.11024	scaffold_1246	31687	34885	3198
comp11389_c0_seq2_m.37338	scaffold_1247	12533	15858	3325
comp13637_c0_seq1_m.7019	scaffold_1248	1025	15079	14054
comp9946_c0_seq1_m.4453	scaffold_1249	558	988	430
comp14371_c0_seq3_m.21974	scaffold_125	63	4414	4351
comp3987_c0_seq1_m.864	scaffold_1250	2304	52331	50027
comp16465_c0_seq2_m.29099	scaffold_1250	10634	12654	2020
comp8980_c0_seq2_m.17279	scaffold_1250	20373	27245	6872
comp8980_c0_seq1_m.17278	scaffold_1250	26187	27300	1113
comp3864_c0_seq2_m.33385	scaffold_1250	33853	36016	2163
comp8455_c0_seq1_m.33199	scaffold_1250	39864	42449	2585
comp12533_c0_seq1_m.23902	scaffold_1251	625	41419	40794
comp8639_c0_seq1_m.22439	scaffold_1251	25248	26654	1406
comp17377_c0_seq1_m.9524	scaffold_1251	27370	37380	10010
comp14691_c0_seq1_m.7767	scaffold_1252	3575	18564	14989
comp40042_c0_seq1_m.11331	scaffold_1252	20330	22673	2343
comp3993_c0_seq2_m.28554	scaffold_1252	24299	31558	7259
comp91866_c0_seq1_m.12633	scaffold_1252	38875	39006	131
comp132428_c0_seq1_m.13731	scaffold_1252	40456	40868	412
comp8501_c0_seq1_m.17104	scaffold_1253	12673	13644	971
comp12986_c0_seq1_m.6580	scaffold_1253	36837	48009	11172
comp8608_c0_seq1_m.3593	scaffold_1254	26	4656	4630
comp16634_c0_seq1_m.33391	scaffold_1256	545	18793	18248
comp13636_c0_seq1_m.31351	scaffold_1256	11931	14236	2305
comp16513_c0_seq3_m.23684	scaffold_1258	22345	22677	332
comp12870_c0_seq1_m.6478	scaffold_1258	30980	32085	1105
comp12303_c0_seq2_m.16541	scaffold_1258	33315	34596	1281
comp10033_c0_seq1_m.35593	scaffold_1259	1332	2817	1485
comp18326_c0_seq1_m.31108	scaffold_126	17	2769	2752
comp14678_c0_seq1_m.27921	scaffold_1260	246	18965	18719
comp17212_c0_seq1_m.9416	scaffold_1261	5692	26098	20406
comp11286_c0_seq1_m.5342	scaffold_1264	1388	3534	2146
comp3975_c0_seq1_m.855	scaffold_1264	4200	16244	12044
comp18486_c0_seq1_m.10159	scaffold_1265	3371	7471	4100
comp172722_c0_seq1_m.14460	scaffold_1265	8734	9084	350
comp4318_c0_seq1_m.1065	scaffold_1265	11045	11401	356
comp14314_c0_seq2_m.31203	scaffold_1265	12512	14018	1506
comp5560_c0_seq1_m.1908	scaffold_1267	1024	3582	2558
comp145281_c0_seq1_m.14003	scaffold_1267	4446	26491	22045
comp115709_c0_seq1_m.13315	scaffold_1268	17856	18260	404
comp10974_c0_seq1_m.5158	scaffold_1268	18273	19153	880
comp7633_c0_seq1_m.33781	scaffold_1268	21606	34188	12582
comp17812_c0_seq1_m.9779	scaffold_1269	1030	1409	379
comp17629_c0_seq1_m.15403	scaffold_127	202	45155	44953
comp13964_c0_seq1_m.30748	scaffold_127	4923	6056	1133
comp13168_c1_seq1_m.37355	scaffold_127	8144	22533	14389
comp31372_c0_seq1_m.11109	scaffold_127	16320	17947	1627
comp80196_c0_seq1_m.12284	scaffold_127	24817	26306	1489
comp141312_c0_seq1_m.13850	scaffold_127	26378	27374	996
comp6034_c0_seq1_m.2079	scaffold_127	27504	33922	6418
comp17629_c0_seq1_m.15404	scaffold_127	45308	47228	1920
comp17629_c0_seq1_m.15402	scaffold_127	47427	49552	2125
comp17791_c0_seq3_m.19466	scaffold_1271	387	6957	6570
comp17791_c0_seq1_m.19464	scaffold_1271	9383	9539	156
comp13278_c0_seq1_m.17046	scaffold_1271	17402	17812	410
comp16189_c0_seq2_m.25165	scaffold_1273	230	3562	3332
comp13151_c0_seq1_m.25742	scaffold_1275	1665	9647	7982
comp13151_c0_seq1_m.25743	scaffold_1275	9249	9653	404
comp18152_c0_seq1_m.9980	scaffold_1276	4879	10824	5945
comp15874_c0_seq1_m.8580	scaffold_1277	508	3533	3025
comp22595_c0_seq1_m.10794	scaffold_1279	603	36541	35938
comp6432_c0_seq1_m.34363	scaffold_1279	15412	28451	13039
comp15707_c0_seq2_m.19518	scaffold_128	1	2791	2790
comp10287_c0_seq1_m.4677	scaffold_1280	8764	10211	1447
comp10392_c0_seq1_m.4747	scaffold_1281	19	2013	1994
comp16661_c1_seq1_m.30479	scaffold_1282	3923	23511	19588
comp5762_c0_seq1_m.1985	scaffold_1282	11996	13339	1343
comp16661_c1_seq3_m.30482	scaffold_1282	15929	16737	808
comp10294_c0_seq1_m.35124	scaffold_1282	27240	28875	1635
comp16661_c1_seq3_m.30483	scaffold_1282	35293	35772	479
comp6099_c0_seq1_m.32821	scaffold_1283	48148	51199	3051
comp57951_c0_seq1_m.11744	scaffold_1283	53050	58177	5127
comp3916_c0_seq1_m.38785	scaffold_1283	64488	67694	3206
comp6849_c0_seq1_m.34345	scaffold_1283	92762	94503	1741
comp73051_c0_seq1_m.12102	scaffold_1284	10313	10948	635
comp11762_c0_seq1_m.33717	scaffold_1284	15730	17553	1823
comp16686_c0_seq1_m.18776	scaffold_1284	20707	24227	3520
comp16255_c0_seq3_m.26546	scaffold_1285	506	47647	47141
comp16255_c0_seq10_m.26550	scaffold_1285	46038	47647	1609
comp89889_c0_seq1_m.12575	scaffold_1288	191	540	349
comp127327_c0_seq1_m.13608	scaffold_1288	1749	2444	695
comp30020_c0_seq1_m.11079	scaffold_1289	2103	8072	5969
comp8895_c0_seq1_m.3781	scaffold_129	6635	14297	7662
comp12126_c0_seq3_m.24903	scaffold_1291	4023	5424	1401
comp8305_c0_seq1_m.3410	scaffold_1291	9260	10966	1706
comp10539_c0_seq1_m.4851	scaffold_1294	1	720	719
comp13567_c0_seq1_m.6984	scaffold_1294	19922	23006	3084
comp17390_c0_seq2_m.38276	scaffold_1294	28423	34750	6327
comp16449_c0_seq1_m.26458	scaffold_1294	36765	44845	8080
comp61057_c0_seq1_m.11816	scaffold_1294	56349	57005	656
comp65451_c0_seq1_m.11922	scaffold_1296	2271	3714	1443
comp12564_c0_seq1_m.32572	scaffold_1296	12152	12535	383
comp18062_c0_seq1_m.30173	scaffold_1297	826	3583	2757
comp18062_c0_seq2_m.30174	scaffold_1297	6108	6258	150
comp57256_c0_seq1_m.11721	scaffold_1297	15042	18352	3310
comp70011_c0_seq1_m.12018	scaffold_1297	16690	17256	566
comp115_c0_seq2_m.19052	scaffold_1297	25904	26920	1016
comp113695_c0_seq1_m.13254	scaffold_1297	26903	27202	299
comp106317_c0_seq1_m.13052	scaffold_1297	27206	27541	335
comp216751_c0_seq1_m.14918	scaffold_1297	27692	28018	326
comp57565_c0_seq1_m.11726	scaffold_1297	35178	35906	728
comp5121_c0_seq1_m.1701	scaffold_1297	40767	47000	6233
comp95303_c0_seq1_m.12717	scaffold_1297	51048	51420	372
comp13749_c0_seq1_m.39272	scaffold_1297	52114	53953	1839
comp80541_c0_seq1_m.12308	scaffold_1297	83053	85023	1970
comp200010_c0_seq1_m.14635	scaffold_1297	85405	85782	377
comp115_c0_seq1_m.19051	scaffold_1297	115321	116355	1034
comp3187_c0_seq1_m.647	scaffold_1297	116362	116889	527
comp2738_c1_seq1_m.25735	scaffold_1299	4968	6622	1654
comp16886_c0_seq1_m.26941	scaffold_1299	17899	18418	519
comp4297_c0_seq1_m.1051	scaffold_13	55	3976	3921
comp17885_c0_seq1_m.9819	scaffold_13	8505	12340	3835
comp11929_c0_seq1_m.5803	scaffold_130	358	5300	4942
comp12450_c0_seq1_m.17067	scaffold_130	6543	12689	6146
comp17551_c0_seq1_m.35561	scaffold_1301	445	27407	26962
comp17284_c0_seq1_m.23339	scaffold_1302	254	5650	5396
comp17972_c0_seq1_m.33875	scaffold_1303	8768	10115	1347
comp17042_c0_seq1_m.24970	scaffold_1305	74	2556	2482
comp12409_c0_seq1_m.37487	scaffold_1305	11020	12132	1112
comp13183_c0_seq1_m.24539	scaffold_1305	14199	16594	2395
comp8592_c0_seq1_m.28711	scaffold_1305	20227	24586	4359
comp7029_c0_seq1_m.2687	scaffold_1305	25189	26846	1657
comp12549_c0_seq1_m.6244	scaffold_1305	28737	29669	932
comp215557_c0_seq1_m.14906	scaffold_1305	30903	31358	455
comp11670_c0_seq1_m.37587	scaffold_1307	1653	3308	1655
comp97297_c0_seq1_m.12798	scaffold_1307	3437	3817	380
comp18567_c0_seq1_m.10207	scaffold_1308	1	12791	12790
comp131334_c0_seq1_m.13722	scaffold_1309	12591	13091	500
comp17647_c0_seq2_m.30373	scaffold_131	1	17973	17972
comp95667_c0_seq1_m.12737	scaffold_1311	196	2329	2133
comp8435_c0_seq1_m.3493	scaffold_1312	1533	2003	470
comp16104_c0_seq1_m.8737	scaffold_1316	755	3622	2867
comp18332_c0_seq1_m.23596	scaffold_1316	5141	7355	2214
comp13417_c0_seq1_m.16363	scaffold_1317	3787	6514	2727
comp16733_c0_seq1_m.9146	scaffold_1317	10338	15930	5592
comp43120_c0_seq1_m.11388	scaffold_1317	41309	43359	2050
comp13417_c1_seq1_m.16375	scaffold_1317	43922	50468	6546
comp1279_c0_seq1_m.341	scaffold_1317	51360	53458	2098
comp84706_c0_seq1_m.12445	scaffold_1317	54455	55080	625
comp13102_c0_seq1_m.26792	scaffold_1318	470	21586	21116
comp166459_c0_seq1_m.14312	scaffold_1318	11956	12276	320
comp9826_c0_seq1_m.37746	scaffold_1320	44	5432	5388
comp15618_c0_seq1_m.19516	scaffold_1321	620	15769	15149
comp15963_c0_seq1_m.29500	scaffold_1322	1	13219	13218
comp95295_c0_seq1_m.12716	scaffold_1322	6673	7254	581
comp15963_c0_seq1_m.29499	scaffold_1322	14010	15557	1547
comp14715_c0_seq2_m.15359	scaffold_1323	500	1117	617
comp13573_c0_seq1_m.6988	scaffold_1324	1	2481	2480
comp13451_c0_seq1_m.6906	scaffold_1325	105	2519	2414
comp12338_c0_seq1_m.6092	scaffold_1326	2451	15694	13243
comp18012_c0_seq1_m.9876	scaffold_1327	5802	6682	880
comp13105_c0_seq2_m.25367	scaffold_1328	607	2900	2293
comp11493_c0_seq2_m.15844	scaffold_133	4229	6774	2545
comp9403_c0_seq1_m.21692	scaffold_1331	1	1342	1341
comp16770_c0_seq1_m.9170	scaffold_1332	989	6250	5261
comp17193_c0_seq1_m.39247	scaffold_1333	12698	20497	7799
comp15977_c0_seq1_m.8647	scaffold_1334	73	5558	5485
comp18577_c0_seq1_m.10216	scaffold_1335	1231	6778	5547
comp12404_c0_seq1_m.35426	scaffold_1336	96	8657	8561
comp13703_c1_seq1_m.16493	scaffold_1337	733	1252	519
comp26517_c0_seq1_m.10983	scaffold_1338	10297	12797	2500
comp10112_c0_seq1_m.4567	scaffold_1338	14715	15289	574
comp4018_c0_seq1_m.889	scaffold_1338	19071	24560	5489
comp9014_c0_seq2_m.38608	scaffold_1338	24827	25872	1045
comp17493_c0_seq2_m.34662	scaffold_1338	29670	55290	25620
comp17493_c0_seq1_m.34661	scaffold_1338	49911	50191	280
comp13609_c1_seq1_m.15873	scaffold_134	6430	8302	1872
comp18916_c0_seq1_m.32577	scaffold_134	13661	17478	3817
comp13609_c1_seq1_m.15875	scaffold_134	19670	20038	368
comp56216_c0_seq1_m.11710	scaffold_134	26855	44676	17821
comp18851_c0_seq1_m.10354	scaffold_1342	1	4612	4611
comp11196_c0_seq1_m.5293	scaffold_1343	384	7683	7299
comp12245_c0_seq2_m.25111	scaffold_1343	8506	8985	479
comp10790_c1_seq1_m.31353	scaffold_1343	14096	15138	1042
comp11803_c0_seq1_m.17165	scaffold_1343	18992	20515	1523
comp12485_c0_seq1_m.6197	scaffold_1344	4545	6011	1466
comp6299_c0_seq1_m.2230	scaffold_1344	7316	8278	962
comp18894_c0_seq2_m.16980	scaffold_1345	24228	26010	1782
comp18785_c0_seq1_m.20495	scaffold_1346	1	3939	3938
comp18785_c0_seq1_m.20496	scaffold_1346	1757	2173	416
comp10482_c0_seq1_m.4810	scaffold_1347	197	14566	14369
comp12935_c0_seq1_m.6546	scaffold_1348	3380	11397	8017
comp13879_c0_seq1_m.19475	scaffold_135	152	10025	9873
comp11809_c0_seq1_m.5714	scaffold_1350	24	2649	2625
comp127668_c0_seq1_m.13623	scaffold_1352	11771	12031	260
comp18071_c0_seq2_m.36330	scaffold_1353	118	699	581
comp6336_c0_seq1_m.37322	scaffold_1354	6121	19689	13568
comp14012_c0_seq1_m.25655	scaffold_1354	15574	15942	368
comp14012_c0_seq1_m.25653	scaffold_1354	16584	17816	1232
comp13315_c0_seq1_m.34593	scaffold_1359	1004	6245	5241
comp2258_c0_seq1_m.38298	scaffold_1359	15449	15811	362
comp140197_c0_seq1_m.13787	scaffold_1359	17931	20875	2944
comp4803_c0_seq1_m.1463	scaffold_1359	43153	47054	3901
comp25554_c0_seq1_m.10943	scaffold_1359	49352	51755	2403
comp149255_c0_seq1_m.14090	scaffold_1359	57029	57643	614
comp104648_c0_seq1_m.13006	scaffold_1359	57962	58777	815
comp15181_c0_seq5_m.18954	scaffold_1359	59563	59975	412
comp11501_c0_seq1_m.5478	scaffold_136	7382	30494	23112
comp14485_c0_seq1_m.34385	scaffold_1360	395	4005	3610
comp13587_c0_seq1_m.26298	scaffold_1361	443	10928	10485
comp5691_c0_seq1_m.33028	scaffold_1363	1036	1522	486
comp19355_c0_seq1_m.10510	scaffold_1366	891	12186	11295
comp10240_c0_seq1_m.4645	scaffold_1366	9406	11699	2293
comp13274_c0_seq1_m.6786	scaffold_1366	13828	14499	671
comp10527_c0_seq1_m.15294	scaffold_1367	1327	2191	864
comp7422_c0_seq1_m.2932	scaffold_1369	1482	12090	10608
comp155233_c0_seq1_m.14156	scaffold_1369	5866	6279	413
comp13496_c0_seq1_m.6939	scaffold_137	128	6491	6363
comp11859_c0_seq1_m.23611	scaffold_1370	23336	25013	1677
comp17920_c0_seq2_m.17208	scaffold_1372	372	1602	1230
comp16628_c0_seq1_m.36800	scaffold_1373	1669	21516	19847
comp9814_c0_seq2_m.18590	scaffold_1374	25	146	121
comp17684_c0_seq3_m.35674	scaffold_1376	437	794	357
comp16484_c0_seq4_m.29585	scaffold_1377	799	1875	1076
comp18601_c0_seq1_m.10230	scaffold_1379	1307	5408	4101
comp18601_c0_seq1_m.10232	scaffold_1379	3102	3368	266
comp15417_c0_seq5_m.22311	scaffold_1380	111	29011	28900
comp15417_c0_seq1_m.22307	scaffold_1380	28706	29011	305
comp16296_c0_seq1_m.8860	scaffold_1381	1	352	351
comp91935_c0_seq1_m.12635	scaffold_1382	1021	1584	563
comp15802_c0_seq6_m.36769	scaffold_1382	5220	5957	737
comp12293_c0_seq1_m.23232	scaffold_1382	10981	13955	2974
comp14346_c0_seq1_m.25168	scaffold_1383	65	2579	2514
comp16077_c0_seq2_m.31320	scaffold_1383	7188	9134	1946
comp10417_c0_seq1_m.21029	scaffold_1383	16655	17640	985
comp10582_c0_seq1_m.20175	scaffold_1383	25741	26074	333
comp13178_c1_seq1_m.16114	scaffold_1383	29423	30977	1554
comp14653_c0_seq1_m.21269	scaffold_1383	32149	34792	2643
comp10422_c0_seq1_m.4761	scaffold_1383	45283	48830	3547
comp9310_c0_seq1_m.4056	scaffold_1384	4883	5975	1092
comp5385_c0_seq1_m.1820	scaffold_1384	12145	13877	1732
comp17664_c0_seq4_m.26330	scaffold_1385	311	9522	9211
comp10498_c0_seq1_m.4825	scaffold_1386	2533	2981	448
comp8761_c0_seq1_m.36874	scaffold_1386	6193	6837	644
comp11461_c0_seq1_m.25602	scaffold_1386	10688	11706	1018
comp17496_c0_seq1_m.34276	scaffold_1387	221	36704	36483
comp17496_c0_seq1_m.34277	scaffold_1387	5011	9444	4433
comp13655_c0_seq2_m.32971	scaffold_1389	5216	8355	3139
comp14387_c0_seq1_m.26436	scaffold_139	426	1182	756
comp15142_c0_seq1_m.8088	scaffold_1391	2039	5855	3816
comp13141_c0_seq1_m.6685	scaffold_1391	14269	19244	4975
comp6316_c0_seq1_m.2243	scaffold_1393	4749	15956	11207
comp6729_c0_seq1_m.2495	scaffold_1393	10153	13888	3735
comp6729_c0_seq1_m.2496	scaffold_1393	12392	13516	1124
comp18834_c0_seq3_m.19012	scaffold_1393	22694	23297	603
comp75119_c0_seq1_m.12161	scaffold_1393	30520	31002	482
comp4644_c0_seq1_m.1337	scaffold_1393	34530	38633	4103
comp17953_c1_seq1_m.25722	scaffold_1393	39282	47837	8555
comp12387_c0_seq1_m.30193	scaffold_1393	48694	48947	253
comp12387_c0_seq2_m.30196	scaffold_1393	51510	52114	604
comp19820_c0_seq1_m.10574	scaffold_1393	57916	64958	7042
comp5838_c0_seq1_m.39273	scaffold_1393	66956	79885	12929
comp5838_c0_seq1_m.39274	scaffold_1393	78624	79703	1079
comp17953_c1_seq1_m.25724	scaffold_1393	87296	88348	1052
comp17953_c1_seq1_m.25723	scaffold_1393	93647	94789	1142
comp17087_c0_seq2_m.24219	scaffold_1394	822	9209	8387
comp6228_c0_seq1_m.2187	scaffold_1395	809	1340	531
comp5895_c0_seq1_m.2035	scaffold_1395	6692	7801	1109
comp37688_c0_seq1_m.11268	scaffold_1396	11549	53350	41801
comp13173_c0_seq1_m.6706	scaffold_1397	561	47122	46561
comp13399_c0_seq1_m.6872	scaffold_1397	27979	29351	1372
comp12646_c0_seq1_m.6328	scaffold_1397	35269	36174	905
comp7966_c0_seq1_m.18934	scaffold_1397	36438	39156	2718
comp3637_c0_seq1_m.727	scaffold_1397	47742	48964	1222
comp901_c0_seq1_m.253	scaffold_1397	48977	49574	597
comp14191_c0_seq1_m.19983	scaffold_1398	1	1999	1998
comp18543_c0_seq1_m.10193	scaffold_140	2037	3821	1784
comp13922_c0_seq1_m.23401	scaffold_1400	440	1873	1433
comp19033_c0_seq1_m.27160	scaffold_1401	188	417	229
comp12340_c0_seq1_m.37584	scaffold_1403	389	22572	22183
comp5693_c1_seq1_m.35290	scaffold_1403	26558	27895	1337
comp5693_c0_seq1_m.35289	scaffold_1403	28263	47080	18817
comp95944_c0_seq1_m.12749	scaffold_1403	43420	44395	975
comp8609_c0_seq1_m.33730	scaffold_1403	44534	46135	1601
comp21317_c0_seq1_m.10717	scaffold_1404	2681	4029	1348
comp12224_c0_seq2_m.37094	scaffold_1404	12124	13457	1333
comp14813_c1_seq4_m.18654	scaffold_1404	16452	17565	1113
comp8806_c1_seq1_m.32804	scaffold_1404	37311	38065	754
comp8806_c0_seq1_m.32805	scaffold_1404	38404	39419	1015
comp1_c0_seq1_m.34135	scaffold_1404	40606	41332	726
comp10444_c0_seq1_m.4779	scaffold_1404	46469	47734	1265
comp14813_c1_seq1_m.18648	scaffold_1404	50778	53728	2950
comp15734_c0_seq1_m.35761	scaffold_1404	59339	61528	2189
comp15734_c0_seq2_m.35763	scaffold_1404	61878	62802	924
comp15734_c0_seq2_m.35764	scaffold_1404	68207	68911	704
comp16232_c0_seq1_m.19468	scaffold_1405	4926	7753	2827
comp11381_c0_seq1_m.5404	scaffold_1405	18730	20094	1364
comp18991_c0_seq1_m.30562	scaffold_1405	26301	76235	49934
comp13825_c0_seq1_m.7142	scaffold_1405	62715	65695	2980
comp18991_c0_seq1_m.30564	scaffold_1405	71266	72567	1301
comp11823_c1_seq1_m.18320	scaffold_1406	6355	10676	4321
comp18411_c0_seq2_m.32613	scaffold_1406	18206	20796	2590
comp7744_c0_seq1_m.3114	scaffold_1406	29742	30175	433
comp11597_c0_seq1_m.25443	scaffold_1406	51052	52620	1568
comp11597_c0_seq1_m.25442	scaffold_1406	53289	59175	5886
comp4121_c0_seq1_m.964	scaffold_1406	69228	69788	560
comp11924_c0_seq1_m.5800	scaffold_1407	1088	19011	17923
comp7115_c0_seq1_m.20025	scaffold_1407	23703	24475	772
comp17480_c0_seq1_m.36631	scaffold_1409	92	6045	5953
comp11212_c0_seq1_m.5307	scaffold_141	7574	8475	901
comp11944_c0_seq1_m.37671	scaffold_141	18904	20708	1804
comp10566_c0_seq1_m.16352	scaffold_141	25869	32743	6874
comp16090_c0_seq1_m.8728	scaffold_1410	10697	11920	1223
comp13108_c0_seq3_m.20874	scaffold_1411	129	1720	1591
comp13108_c0_seq3_m.20875	scaffold_1411	2216	2696	480
comp5893_c0_seq1_m.36187	scaffold_1411	2940	3373	433
comp17352_c0_seq1_m.9507	scaffold_1411	5346	11327	5981
comp9673_c0_seq1_m.4284	scaffold_1414	697	3167	2470
comp10589_c0_seq1_m.27674	scaffold_1415	1	2513	2512
comp10589_c0_seq2_m.27675	scaffold_1415	4231	4836	605
comp18754_c0_seq6_m.20768	scaffold_1415	17594	18613	1019
comp13286_c0_seq1_m.6796	scaffold_1415	27243	30404	3161
comp18441_c0_seq2_m.31789	scaffold_1415	30794	32404	1610
comp16684_c0_seq1_m.9114	scaffold_1416	4688	11367	6679
comp19027_c0_seq1_m.36265	scaffold_1417	12	4163	4151
comp14979_c0_seq1_m.34832	scaffold_1418	177	2145	1968
comp16921_c0_seq1_m.9246	scaffold_142	3578	15551	11973
comp17735_c1_seq1_m.30296	scaffold_1420	18	4495	4477
comp12736_c0_seq1_m.16441	scaffold_1420	9078	9968	890
comp9987_c0_seq1_m.4489	scaffold_1421	90	3859	3769
comp12345_c0_seq1_m.19194	scaffold_1424	5468	7244	1776
comp7287_c0_seq1_m.2839	scaffold_1424	21184	21626	442
comp17981_c0_seq2_m.37708	scaffold_1424	31892	34702	2810
comp18680_c0_seq1_m.26131	scaffold_1424	37109	37550	441
comp11979_c0_seq1_m.32977	scaffold_1424	37882	38494	612
comp11979_c0_seq1_m.32973	scaffold_1424	39224	41782	2558
comp4384_c0_seq1_m.1118	scaffold_1424	44811	45080	269
comp10707_c0_seq1_m.4976	scaffold_1428	7401	9787	2386
comp12128_c0_seq1_m.36004	scaffold_1428	18815	21250	2435
comp5729_c0_seq1_m.1971	scaffold_1428	22243	23652	1409
comp73040_c0_seq1_m.12099	scaffold_1428	23716	25802	2086
comp140220_c0_seq1_m.13788	scaffold_1428	31268	31705	437
comp149345_c0_seq1_m.14092	scaffold_1428	32105	32425	320
comp8133_c0_seq1_m.3328	scaffold_1429	6	10994	10988
comp11674_c0_seq1_m.21988	scaffold_143	887	8518	7631
comp9929_c0_seq1_m.31766	scaffold_1431	803	1487	684
comp10550_c0_seq1_m.4860	scaffold_1434	730	3426	2696
comp62951_c0_seq1_m.11850	scaffold_1437	309	950	641
comp17350_c0_seq2_m.29937	scaffold_1438	434	1775	1341
comp18582_c0_seq1_m.30179	scaffold_1439	859	3487	2628
comp5398_c0_seq1_m.1830	scaffold_1439	10254	11873	1619
comp17704_c0_seq1_m.9715	scaffold_144	2155	15543	13388
comp17029_c0_seq1_m.9307	scaffold_144	9595	11177	1582
comp14358_c0_seq1_m.24255	scaffold_1440	4020	9146	5126
comp18053_c0_seq1_m.27635	scaffold_1440	22802	26745	3943
comp17025_c0_seq1_m.9304	scaffold_1440	29078	34628	5550
comp17025_c0_seq1_m.9305	scaffold_1440	34482	35110	628
comp58588_c0_seq1_m.11756	scaffold_1441	656	14080	13424
comp17546_c0_seq3_m.29831	scaffold_1443	1248	1843	595
comp17851_c0_seq1_m.36440	scaffold_1444	65	1754	1689
comp16482_c0_seq1_m.15894	scaffold_1444	5159	7898	2739
comp10435_c0_seq1_m.4772	scaffold_1444	8057	17423	9366
comp13897_c0_seq28_m.31161	scaffold_1444	15385	15711	326
comp14860_c0_seq1_m.7883	scaffold_1446	605	9190	8585
comp14860_c0_seq1_m.7884	scaffold_1446	8030	9223	1193
comp16002_c0_seq1_m.8659	scaffold_1447	2264	9479	7215
comp15981_c0_seq2_m.29349	scaffold_1448	13839	16522	2683
comp15717_c0_seq1_m.25457	scaffold_1449	123	1459	1336
comp14247_c0_seq1_m.33271	scaffold_145	1941	48159	46218
comp2131_c0_seq1_m.453	scaffold_145	16764	17219	455
comp12555_c0_seq1_m.19571	scaffold_1450	1	24693	24692
comp113589_c0_seq1_m.13251	scaffold_1450	6617	7162	545
comp17649_c0_seq1_m.29548	scaffold_1450	20024	32332	12308
comp5911_c0_seq1_m.2041	scaffold_1451	8685	11165	2480
comp17351_c0_seq1_m.9505	scaffold_1451	15217	16317	1100
comp13290_c0_seq1_m.28397	scaffold_1451	25805	26290	485
comp12585_c0_seq1_m.6276	scaffold_1451	35395	35742	347
comp11420_c0_seq1_m.5429	scaffold_1451	48278	50154	1876
comp4002_c0_seq1_m.877	scaffold_1451	51462	52722	1260
comp9296_c0_seq1_m.19066	scaffold_1451	61895	64819	2924
comp11593_c0_seq1_m.5551	scaffold_1451	67691	68005	314
comp4402_c0_seq1_m.1135	scaffold_1451	79702	82360	2658
