an_hu	an_hu_dn	an_hu_ds	an_hu_dnds
Mannua_Huetti.1453.nuc	0.0191	0.1923	0.0993239729589184
Mannua_Huetti.1454.nuc	0.0037	0.1548	0.0239018087855297
Mannua_Huetti.1455.nuc	0.0284	0.1041	0.272814601344861
Mannua_Huetti.1456.nuc	0.0095	0.0624	0.15224358974359
Mannua_Huetti.1459.nuc	0.0160	0.0644	0.248447204968944
Mannua_Huetti.146.nuc	0.0011	0.0337	0.0326409495548961
Mannua_Huetti.1461.nuc	0.0045	0.0938	0.0479744136460554
Mannua_Huetti.1462.nuc	0.0195	0.0589	0.33106960950764
Mannua_Huetti.1463.nuc	0.0113	0.1518	0.0744400527009223
Mannua_Huetti.1465.nuc	0.0154	0.0915	0.168306010928962
Mannua_Huetti.1467.nuc	0.0179	0.0944	0.189618644067797
Mannua_Huetti.1469.nuc	0.0037	0.1361	0.0271858927259368
Mannua_Huetti.147.nuc	0.0202	0.0619	0.326332794830372
Mannua_Huetti.1470.nuc	0.0014	0.1943	0.00720535254760679
Mannua_Huetti.1471.nuc	0.0038	0.0388	0.0979381443298969
Mannua_Huetti.1472.nuc	0.0280	0.0776	0.360824742268041
Mannua_Huetti.1473.nuc	0.0086	0.0790	0.108860759493671
Mannua_Huetti.1475.nuc	0.0120	0.1345	0.0892193308550186
Mannua_Huetti.1476.nuc	0.0106	0.0436	0.243119266055046
Mannua_Huetti.1477.nuc	0.0103	0.0254	0.405511811023622
Mannua_Huetti.1478.nuc	-0.0000	0.0646	0
Mannua_Huetti.1479.nuc	0.0290	0.1638	0.177045177045177
Mannua_Huetti.148.nuc	-0.0000	0.1012	0
Mannua_Huetti.1480.nuc	0.0086	0.0927	0.09277238403452
Mannua_Huetti.1481.nuc	0.0048	0.1095	0.0438356164383562
Mannua_Huetti.1482.nuc	0.0038	0.0913	0.0416210295728368
Mannua_Huetti.1483.nuc	0.0127	0.1089	0.116620752984389
Mannua_Huetti.1485.nuc	0.0274	0.1368	0.200292397660819
Mannua_Huetti.1486.nuc	0.0033	0.0513	0.064327485380117
Mannua_Huetti.1487.nuc	0.0069	0.0592	0.116554054054054
Mannua_Huetti.1488.nuc	0.0047	0.0972	0.0483539094650206
Mannua_Huetti.1490.nuc	0.0070	0.0409	0.171149144254279
Mannua_Huetti.1491.nuc	0.0267	0.1731	0.154246100519931
Mannua_Huetti.1492.nuc	0.0265	0.1806	0.146733111849391
Mannua_Huetti.1493.nuc	0.0045	0.1609	0.0279676817899316
Mannua_Huetti.1494.nuc	0.0273	0.0897	0.304347826086957
Mannua_Huetti.1495.nuc	0.0051	0.2018	0.0252725470763132
Mannua_Huetti.1497.nuc	0.0050	0.0698	0.0716332378223496
Mannua_Huetti.1498.nuc	0.0103	0.0899	0.114571746384872
Mannua_Huetti.1499.nuc	0.0045	0.1710	0.0263157894736842
Mannua_Huetti.15.nuc	0.0055	0.0206	0.266990291262136
Mannua_Huetti.150.nuc	0.0108	0.1089	0.0991735537190083
Mannua_Huetti.1501.nuc	0.0160	0.1526	0.104849279161206
Mannua_Huetti.1502.nuc	0.0204	0.0822	0.248175182481752
Mannua_Huetti.1503.nuc	0.0212	0.1439	0.147324530924253
Mannua_Huetti.1504.nuc	0.0105	0.0748	0.140374331550802
Mannua_Huetti.1505.nuc	0.0147	0.0203	0.724137931034483
Mannua_Huetti.1507.nuc	0.0198	0.0991	0.199798183652876
Mannua_Huetti.1508.nuc	0.0036	0.0513	0.0701754385964912
Mannua_Huetti.1509.nuc	0.0036	0.0766	0.0469973890339426
Mannua_Huetti.1510.nuc	0.0098	0.0985	0.099492385786802
Mannua_Huetti.1511.nuc	0.0208	0.1284	0.161993769470405
Mannua_Huetti.1512.nuc	0.0212	0.1154	0.18370883882149
Mannua_Huetti.1513.nuc	0.0056	0.0362	0.154696132596685
Mannua_Huetti.1514.nuc	0.0181	0.1046	0.173040152963671
Mannua_Huetti.1515.nuc	0.0220	0.1663	0.132291040288635
Mannua_Huetti.1516.nuc	0.0142	0.1107	0.128274616079494
Mannua_Huetti.1518.nuc	0.0036	0.0423	0.0851063829787234
Mannua_Huetti.1519.nuc	0.0296	0.0878	0.337129840546697
Mannua_Huetti.152.nuc	0.0264	0.1223	0.215862632869992
Mannua_Huetti.1520.nuc	0.0166	0.0978	0.169734151329243
Mannua_Huetti.1521.nuc	0.0082	0.0914	0.0897155361050328
Mannua_Huetti.1522.nuc	-0.0000	0.0591	0
Mannua_Huetti.1523.nuc	0.0169	0.0877	0.192702394526796
Mannua_Huetti.1524.nuc	0.1030	0.1857	0.554658050619278
Mannua_Huetti.1525.nuc	0.0030	0.0749	0.0400534045393858
Mannua_Huetti.1526.nuc	0.0114	0.0765	0.149019607843137
Mannua_Huetti.1528.nuc	0.0294	0.0676	0.43491124260355
Mannua_Huetti.1529.nuc	0.0175	0.1015	0.172413793103448
Mannua_Huetti.153.nuc	0.0105	0.1506	0.0697211155378486
Mannua_Huetti.1530.nuc	0.0013	0.0859	0.0151338766006985
Mannua_Huetti.1531.nuc	0.0109	0.0846	0.128841607565012
Mannua_Huetti.1532.nuc	0.0174	0.0869	0.200230149597238
Mannua_Huetti.1534.nuc	0.0030	0.0514	0.0583657587548638
Mannua_Huetti.1535.nuc	0.0078	0.1249	0.0624499599679744
Mannua_Huetti.1536.nuc	0.0165	0.2083	0.0792126740278445
Mannua_Huetti.1537.nuc	0.0036	0.0409	0.0880195599022005
Mannua_Huetti.1538.nuc	0.0078	0.3013	0.0258878194490541
Mannua_Huetti.1539.nuc	0.0096	0.0811	0.118372379778052
Mannua_Huetti.154.nuc	0.0223	0.0460	0.484782608695652
Mannua_Huetti.1540.nuc	0.0019	0.0939	0.020234291799787
Mannua_Huetti.1541.nuc	0.0313	0.1234	0.253646677471637
Mannua_Huetti.1542.nuc	0.0109	0.2510	0.0434262948207171
Mannua_Huetti.1543.nuc	-0.0000	0.1250	0
Mannua_Huetti.1544.nuc	0.0044	0.1212	0.0363036303630363
Mannua_Huetti.1545.nuc	0.0091	0.1083	0.0840258541089566
Mannua_Huetti.1546.nuc	0.0339	0.2788	0.121592539454806
Mannua_Huetti.1547.nuc	0.0401	0.1229	0.326281529698942
Mannua_Huetti.1548.nuc	0.0118	0.0403	0.292803970223325
Mannua_Huetti.1549.nuc	0.0134	0.1277	0.104933437744714
Mannua_Huetti.155.nuc	0.0249	0.0702	0.354700854700855
Mannua_Huetti.1551.nuc	0.0189	0.0853	0.221570926143025
Mannua_Huetti.1552.nuc	0.0130	0.0531	0.244821092278719
Mannua_Huetti.1553.nuc	0.0245	0.1057	0.231788079470199
Mannua_Huetti.1554.nuc	0.0303	0.1535	0.197394136807818
Mannua_Huetti.1555.nuc	0.0213	0.0703	0.30298719772404
Mannua_Huetti.1556.nuc	0.0016	0.1875	0.00853333333333333
Mannua_Huetti.1559.nuc	0.0030	0.0310	0.0967741935483871
Mannua_Huetti.156.nuc	0.0101	0.0489	0.206543967280164
Mannua_Huetti.1560.nuc	0.0218	0.0756	0.288359788359788
Mannua_Huetti.1561.nuc	0.0312	0.1667	0.187162567486503
Mannua_Huetti.1562.nuc	0.0164	0.1152	0.142361111111111
Mannua_Huetti.1563.nuc	-0.0000	0.0914	0
Mannua_Huetti.1564.nuc	-0.0000	0.0815	0
Mannua_Huetti.1565.nuc	0.0262	0.1231	0.212835093419984
Mannua_Huetti.1566.nuc	0.0060	0.0287	0.209059233449477
Mannua_Huetti.1567.nuc	0.0383	0.0528	0.725378787878788
Mannua_Huetti.1568.nuc	0.0206	0.1589	0.129641283826306
Mannua_Huetti.1569.nuc	0.0468	0.1813	0.258135686707115
Mannua_Huetti.1571.nuc	-0.0000	0.1490	0
Mannua_Huetti.1572.nuc	0.0109	0.0866	0.125866050808314
Mannua_Huetti.1573.nuc	0.0112	0.0672	0.166666666666667
Mannua_Huetti.1574.nuc	0.0160	0.0557	0.287253141831239
Mannua_Huetti.1575.nuc	0.0121	0.0715	0.169230769230769
Mannua_Huetti.1576.nuc	0.0193	0.1227	0.157294213528932
Mannua_Huetti.1577.nuc	0.0088	0.0363	0.242424242424242
Mannua_Huetti.1578.nuc	0.0189	0.1679	0.112567004169148
Mannua_Huetti.1579.nuc	0.0201	0.1243	0.161705551086082
Mannua_Huetti.158.nuc	0.0061	0.1377	0.0442992011619463
Mannua_Huetti.1580.nuc	0.0284	0.0798	0.355889724310777
Mannua_Huetti.1581.nuc	0.0088	0.1269	0.0693459416863672
Mannua_Huetti.1582.nuc	0.0148	0.0604	0.245033112582781
Mannua_Huetti.1583.nuc	0.0295	0.1084	0.272140221402214
Mannua_Huetti.1584.nuc	0.0122	0.0918	0.132897603485839
Mannua_Huetti.1587.nuc	0.0069	0.0530	0.130188679245283
Mannua_Huetti.1588.nuc	0.0034	0.0523	0.0650095602294455
Mannua_Huetti.1589.nuc	0.0122	0.0375	0.325333333333333
Mannua_Huetti.159.nuc	0.0072	0.0458	0.157205240174672
Mannua_Huetti.1590.nuc	0.0372	0.1444	0.257617728531856
Mannua_Huetti.1591.nuc	0.0075	0.1568	0.0478316326530612
Mannua_Huetti.1594.nuc	0.0067	0.1096	0.0611313868613139
Mannua_Huetti.1595.nuc	0.0030	0.0852	0.0352112676056338
Mannua_Huetti.1596.nuc	0.0172	0.1708	0.100702576112412
Mannua_Huetti.1597.nuc	0.0101	0.0447	0.225950782997763
Mannua_Huetti.1598.nuc	0.0210	0.2177	0.0964630225080386
Mannua_Huetti.16.nuc	0.0187	0.0567	0.329805996472663
Mannua_Huetti.160.nuc	0.0154	0.1315	0.117110266159696
Mannua_Huetti.1600.nuc	-0.0000	0.0932	0
Mannua_Huetti.1601.nuc	0.0081	0.0448	0.180803571428571
Mannua_Huetti.1603.nuc	0.0430	0.2019	0.212976721149084
Mannua_Huetti.1604.nuc	0.0031	0.1230	0.0252032520325203
Mannua_Huetti.1606.nuc	0.0109	0.0719	0.151599443671766
Mannua_Huetti.1607.nuc	0.0139	0.1726	0.0805330243337196
Mannua_Huetti.1608.nuc	0.0116	0.1571	0.0738383195416932
Mannua_Huetti.1609.nuc	0.0125	0.1534	0.0814863102998696
Mannua_Huetti.161.nuc	0.0355	0.1531	0.231874591770085
Mannua_Huetti.1610.nuc	0.0142	0.1928	0.0736514522821577
Mannua_Huetti.1611.nuc	0.0017	0.0737	0.0230664857530529
Mannua_Huetti.1612.nuc	0.0105	0.0902	0.116407982261641
Mannua_Huetti.1613.nuc	0.0320	0.1149	0.278503046127067
Mannua_Huetti.1614.nuc	0.0055	0.0716	0.0768156424581006
Mannua_Huetti.1615.nuc	0.0140	0.0423	0.33096926713948
Mannua_Huetti.1617.nuc	0.0143	0.1199	0.119266055045872
Mannua_Huetti.1618.nuc	0.0292	0.1232	0.237012987012987
Mannua_Huetti.1619.nuc	0.0074	0.0491	0.15071283095723
Mannua_Huetti.162.nuc	0.0093	0.0933	0.0996784565916399
Mannua_Huetti.1621.nuc	0.0142	0.0176	0.806818181818182
Mannua_Huetti.1623.nuc	0.0233	0.1614	0.144361833952912
Mannua_Huetti.1624.nuc	0.0110	0.1853	0.0593631948192121
Mannua_Huetti.1626.nuc	0.0138	0.0945	0.146031746031746
Mannua_Huetti.1627.nuc	0.0342	0.1985	0.172292191435768
Mannua_Huetti.1628.nuc	0.0172	0.0364	0.472527472527473
Mannua_Huetti.1629.nuc	0.0068	0.1256	0.054140127388535
Mannua_Huetti.163.nuc	0.0051	0.1267	0.0402525651144436
Mannua_Huetti.1631.nuc	0.0059	0.0560	0.105357142857143
Mannua_Huetti.1632.nuc	0.0036	0.0535	0.0672897196261682
Mannua_Huetti.1633.nuc	0.0039	0.0700	0.0557142857142857
Mannua_Huetti.1634.nuc	0.0240	0.0922	0.260303687635575
Mannua_Huetti.1636.nuc	0.0154	0.1132	0.136042402826855
Mannua_Huetti.1637.nuc	0.0056	0.0911	0.0614709110867179
Mannua_Huetti.1638.nuc	0.0076	0.0881	0.0862656072644722
Mannua_Huetti.1639.nuc	0.0239	0.1503	0.159015302727878
Mannua_Huetti.1640.nuc	0.0134	0.0774	0.17312661498708
Mannua_Huetti.1643.nuc	0.0176	0.0826	0.213075060532688
Mannua_Huetti.1644.nuc	0.0039	0.1034	0.0377176015473888
Mannua_Huetti.1648.nuc	0.0006	0.0535	0.011214953271028
Mannua_Huetti.1649.nuc	0.0179	0.0957	0.187042842215256
Mannua_Huetti.1651.nuc	0.0055	0.0884	0.0622171945701357
Mannua_Huetti.1652.nuc	0.0110	0.1263	0.0870942201108472
Mannua_Huetti.1654.nuc	0.0226	0.1252	0.180511182108626
Mannua_Huetti.1655.nuc	0.0064	0.0592	0.108108108108108
Mannua_Huetti.1656.nuc	0.0029	0.2031	0.0142786804529788
Mannua_Huetti.1657.nuc	0.0431	0.1417	0.304163726182075
Mannua_Huetti.1658.nuc	0.0177	0.1731	0.102253032928943
Mannua_Huetti.1659.nuc	0.0134	0.1059	0.126534466477809
Mannua_Huetti.1660.nuc	0.0023	0.0924	0.0248917748917749
Mannua_Huetti.1661.nuc	0.0434	0.1881	0.230728335991494
Mannua_Huetti.1662.nuc	0.0074	0.0656	0.11280487804878
Mannua_Huetti.1663.nuc	0.0142	0.1979	0.0717534108135422
Mannua_Huetti.1666.nuc	0.0053	0.0518	0.102316602316602
Mannua_Huetti.1667.nuc	0.0095	0.0419	0.22673031026253
Mannua_Huetti.1668.nuc	0.0139	0.0982	0.141547861507128
Mannua_Huetti.1669.nuc	0.0054	0.0892	0.0605381165919283
Mannua_Huetti.167.nuc	0.0076	0.1388	0.0547550432276657
Mannua_Huetti.1670.nuc	0.0024	0.2025	0.0118518518518518
Mannua_Huetti.1672.nuc	-0.0000	0.0468	0
Mannua_Huetti.1673.nuc	0.0345	0.0933	0.369774919614148
Mannua_Huetti.1674.nuc	0.0238	0.0852	0.279342723004695
Mannua_Huetti.1675.nuc	0.0014	0.0223	0.062780269058296
Mannua_Huetti.1677.nuc	0.0290	0.1369	0.211833455076698
Mannua_Huetti.1678.nuc	0.0364	0.1359	0.267844002943341
Mannua_Huetti.1679.nuc	0.0389	0.1248	0.311698717948718
Mannua_Huetti.168.nuc	0.0143	0.0580	0.246551724137931
Mannua_Huetti.1681.nuc	0.0122	0.1086	0.112338858195212
Mannua_Huetti.1682.nuc	0.0113	0.0707	0.15983026874116
Mannua_Huetti.1683.nuc	0.0056	0.1450	0.0386206896551724
Mannua_Huetti.1685.nuc	0.0122	0.1292	0.0944272445820433
Mannua_Huetti.1686.nuc	0.0126	0.0825	0.152727272727273
Mannua_Huetti.1689.nuc	0.0300	0.0972	0.308641975308642
Mannua_Huetti.169.nuc	0.0158	0.1088	0.145220588235294
Mannua_Huetti.1691.nuc	0.0016	0.0357	0.0448179271708683
Mannua_Huetti.1692.nuc	0.0603	0.1456	0.414148351648352
Mannua_Huetti.1693.nuc	0.0078	0.1806	0.0431893687707641
Mannua_Huetti.1694.nuc	0.0015	0.0923	0.0162513542795233
Mannua_Huetti.1695.nuc	0.0143	0.1445	0.098961937716263
Mannua_Huetti.1696.nuc	0.0092	0.1524	0.0603674540682415
Mannua_Huetti.1697.nuc	0.0078	0.1452	0.0537190082644628
Mannua_Huetti.1698.nuc	0.0171	0.1089	0.15702479338843
Mannua_Huetti.1699.nuc	0.0051	0.0543	0.0939226519337017
Mannua_Huetti.17.nuc	0.0052	0.1075	0.0483720930232558
Mannua_Huetti.170.nuc	0.0130	0.1427	0.0911002102312544
Mannua_Huetti.1700.nuc	0.0176	0.1211	0.145334434351775
Mannua_Huetti.1701.nuc	0.0084	0.1458	0.0576131687242798
Mannua_Huetti.1702.nuc	0.0103	0.0949	0.108535300316122
Mannua_Huetti.1703.nuc	0.0046	0.0688	0.0668604651162791
Mannua_Huetti.1706.nuc	0.0534	0.1517	0.352010547132498
Mannua_Huetti.1707.nuc	0.0158	0.1272	0.124213836477987
Mannua_Huetti.1708.nuc	-0.0000	0.1229	0
Mannua_Huetti.171.nuc	0.0286	0.0895	0.319553072625698
Mannua_Huetti.1710.nuc	0.0116	0.0756	0.153439153439153
Mannua_Huetti.1711.nuc	0.0019	0.0723	0.0262793914246196
Mannua_Huetti.1713.nuc	0.0027	0.0528	0.0511363636363636
Mannua_Huetti.1714.nuc	0.0020	0.0644	0.031055900621118
Mannua_Huetti.1715.nuc	0.0045	0.0584	0.0770547945205479
Mannua_Huetti.1716.nuc	0.0087	0.0403	0.215880893300248
Mannua_Huetti.1718.nuc	0.0098	0.0567	0.172839506172839
Mannua_Huetti.1719.nuc	0.0155	0.1678	0.0923718712753278
Mannua_Huetti.172.nuc	0.0107	0.0954	0.112159329140461
Mannua_Huetti.1720.nuc	0.0038	0.1903	0.0199684708355229
Mannua_Huetti.1721.nuc	0.0118	0.0802	0.14713216957606
Mannua_Huetti.1722.nuc	0.0170	0.1505	0.112956810631229
Mannua_Huetti.1723.nuc	0.0129	0.0840	0.153571428571429
Mannua_Huetti.1724.nuc	0.0109	0.1106	0.0985533453887884
Mannua_Huetti.1725.nuc	0.0047	0.1045	0.0449760765550239
Mannua_Huetti.1727.nuc	0.0061	0.0879	0.0693970420932878
Mannua_Huetti.1728.nuc	0.0064	0.1130	0.0566371681415929
Mannua_Huetti.1729.nuc	0.0237	0.0523	0.453154875717017
Mannua_Huetti.173.nuc	0.0143	0.0788	0.181472081218274
Mannua_Huetti.1730.nuc	0.0155	0.0906	0.171081677704194
Mannua_Huetti.1732.nuc	0.0129	0.0744	0.173387096774194
Mannua_Huetti.1733.nuc	-0.0000	0.0784	0
Mannua_Huetti.1734.nuc	0.0312	0.1225	0.25469387755102
Mannua_Huetti.1735.nuc	0.0115	0.1145	0.100436681222707
Mannua_Huetti.1736.nuc	0.0204	0.0758	0.269129287598945
Mannua_Huetti.1737.nuc	0.0364	0.1867	0.194965184788431
Mannua_Huetti.1738.nuc	0.0117	0.0957	0.122257053291536
Mannua_Huetti.1739.nuc	0.0189	0.1280	0.14765625
Mannua_Huetti.1740.nuc	0.0015	0.1263	0.0118764845605701
Mannua_Huetti.1742.nuc	0.0162	0.0914	0.177242888402626
Mannua_Huetti.1743.nuc	0.0083	0.0647	0.128284389489954
Mannua_Huetti.1744.nuc	0.0086	0.1238	0.0694668820678514
Mannua_Huetti.1745.nuc	0.0114	0.0750	0.152
Mannua_Huetti.1746.nuc	0.0363	0.0798	0.454887218045113
Mannua_Huetti.1748.nuc	0.0056	0.0773	0.0724450194049159
Mannua_Huetti.1749.nuc	-0.0000	0.0492	0
Mannua_Huetti.1750.nuc	0.0098	0.0552	0.177536231884058
Mannua_Huetti.1751.nuc	0.0203	0.1138	0.178383128295255
Mannua_Huetti.1752.nuc	0.0288	0.1285	0.224124513618677
Mannua_Huetti.1754.nuc	0.0253	0.1905	0.132808398950131
Mannua_Huetti.1756.nuc	0.0028	0.0919	0.0304678998911861
Mannua_Huetti.1757.nuc	0.0043	0.1121	0.0383586083853702
Mannua_Huetti.1759.nuc	0.0643	0.3081	0.208698474521259
Mannua_Huetti.176.nuc	0.0189	0.1604	0.11783042394015
Mannua_Huetti.1760.nuc	-0.0000	0.0774	0
Mannua_Huetti.1761.nuc	0.0062	0.0478	0.129707112970711
Mannua_Huetti.1763.nuc	0.0040	0.0838	0.0477326968973747
Mannua_Huetti.1764.nuc	0.0267	0.1518	0.175889328063241
Mannua_Huetti.1765.nuc	0.0559	0.2534	0.220599842146803
Mannua_Huetti.1766.nuc	0.0091	0.0802	0.113466334164589
Mannua_Huetti.1767.nuc	0.0330	0.0965	0.341968911917098
Mannua_Huetti.1768.nuc	0.0417	0.1199	0.347789824854045
Mannua_Huetti.1769.nuc	0.0123	0.1420	0.0866197183098592
Mannua_Huetti.177.nuc	0.0306	0.1514	0.202113606340819
Mannua_Huetti.1770.nuc	0.0136	0.0944	0.144067796610169
Mannua_Huetti.1771.nuc	0.0225	0.0741	0.303643724696356
Mannua_Huetti.1772.nuc	0.0095	0.0784	0.121173469387755
Mannua_Huetti.1773.nuc	0.1049	0.2592	0.404706790123457
Mannua_Huetti.1774.nuc	0.0050	0.0330	0.151515151515152
Mannua_Huetti.1775.nuc	0.0038	0.1077	0.0352831940575673
Mannua_Huetti.1776.nuc	0.0192	0.0761	0.252299605781866
Mannua_Huetti.1778.nuc	0.0131	0.0520	0.251923076923077
Mannua_Huetti.1779.nuc	0.0150	0.1664	0.0901442307692308
Mannua_Huetti.178.nuc	0.0510	0.1452	0.351239669421488
Mannua_Huetti.1780.nuc	0.0030	0.0561	0.053475935828877
Mannua_Huetti.1782.nuc	0.0305	0.1483	0.205664194200944
Mannua_Huetti.1783.nuc	0.0239	0.0893	0.267637178051512
Mannua_Huetti.1785.nuc	0.0223	2.1926	0.0101705737480617
Mannua_Huetti.1788.nuc	0.0287	0.1541	0.18624269954575
Mannua_Huetti.179.nuc	0.0199	0.0663	0.300150829562594
Mannua_Huetti.1790.nuc	0.0028	0.0271	0.103321033210332
Mannua_Huetti.1791.nuc	0.0371	0.1298	0.285824345146379
Mannua_Huetti.1792.nuc	0.0023	0.0933	0.0246516613076099
Mannua_Huetti.1793.nuc	0.0011	0.0393	0.0279898218829517
Mannua_Huetti.1794.nuc	0.0137	0.0593	0.231028667790894
Mannua_Huetti.1795.nuc	0.0344	0.2350	0.146382978723404
Mannua_Huetti.1797.nuc	0.0088	0.0724	0.121546961325967
Mannua_Huetti.1798.nuc	0.0049	0.0472	0.103813559322034
Mannua_Huetti.1799.nuc	0.0035	0.0193	0.181347150259067
Mannua_Huetti.18.nuc	0.0052	0.1302	0.0399385560675883
Mannua_Huetti.180.nuc	0.0029	0.0463	0.0626349892008639
Mannua_Huetti.1800.nuc	0.0076	0.0632	0.120253164556962
Mannua_Huetti.1801.nuc	0.0019	0.2280	0.00833333333333333
Mannua_Huetti.1803.nuc	0.0161	0.0619	0.260096930533118
Mannua_Huetti.1804.nuc	0.0487	0.0692	0.703757225433526
Mannua_Huetti.1805.nuc	0.1291	0.2427	0.531932426864442
Mannua_Huetti.1808.nuc	0.0108	0.1020	0.105882352941176
Mannua_Huetti.181.nuc	0.0359	0.1370	0.262043795620438
Mannua_Huetti.1810.nuc	0.0047	0.0869	0.0540851553509781
Mannua_Huetti.1811.nuc	-0.0000	0.0706	0
Mannua_Huetti.1812.nuc	0.0066	0.0677	0.0974889217134417
Mannua_Huetti.1813.nuc	0.0071	0.1006	0.0705765407554672
Mannua_Huetti.1815.nuc	0.0060	0.0705	0.0851063829787234
Mannua_Huetti.1816.nuc	0.0066	0.0611	0.108019639934534
Mannua_Huetti.1817.nuc	0.0061	0.1218	0.0500821018062397
Mannua_Huetti.1818.nuc	0.0011	0.0063	0.174603174603175
Mannua_Huetti.1819.nuc	0.0040	0.0728	0.0549450549450549
Mannua_Huetti.182.nuc	0.0177	0.0526	0.336501901140684
Mannua_Huetti.1820.nuc	0.0162	0.0796	0.203517587939698
Mannua_Huetti.1821.nuc	0.0242	0.0557	0.434470377019749
Mannua_Huetti.1822.nuc	0.0165	0.0415	0.397590361445783
Mannua_Huetti.1823.nuc	0.0061	0.0357	0.170868347338936
Mannua_Huetti.1824.nuc	0.0193	0.0728	0.26510989010989
Mannua_Huetti.1825.nuc	0.0338	0.1065	0.317370892018779
Mannua_Huetti.1826.nuc	0.0284	0.1714	0.165694282380397
Mannua_Huetti.1827.nuc	0.0171	0.0910	0.187912087912088
Mannua_Huetti.183.nuc	0.0063	0.1642	0.03836784409257
Mannua_Huetti.1830.nuc	0.0069	0.1967	0.0350788002033554
Mannua_Huetti.1831.nuc	0.0418	0.0851	0.491186839012926
Mannua_Huetti.1833.nuc	0.0017	0.0734	0.0231607629427793
Mannua_Huetti.1834.nuc	0.0349	0.0726	0.480716253443526
Mannua_Huetti.1836.nuc	0.0108	0.0715	0.151048951048951
Mannua_Huetti.1838.nuc	0.0075	0.1309	0.0572956455309397
Mannua_Huetti.1840.nuc	0.0034	0.1275	0.0266666666666667
Mannua_Huetti.1841.nuc	0.0053	0.2944	0.0180027173913043
Mannua_Huetti.1843.nuc	0.0062	0.0703	0.0881934566145092
Mannua_Huetti.1844.nuc	0.0099	0.1092	0.0906593406593407
Mannua_Huetti.1846.nuc	0.0224	0.0781	0.286811779769526
Mannua_Huetti.1849.nuc	0.0027	0.0874	0.0308924485125858
Mannua_Huetti.1850.nuc	0.0103	0.0859	0.119906868451688
Mannua_Huetti.1852.nuc	0.0243	0.0718	0.338440111420613
Mannua_Huetti.1854.nuc	0.0075	0.1043	0.0719079578139981
Mannua_Huetti.1855.nuc	0.0057	0.0290	0.196551724137931
Mannua_Huetti.1857.nuc	0.0248	0.0770	0.322077922077922
Mannua_Huetti.1858.nuc	0.0144	0.1523	0.0945502298095863
Mannua_Huetti.1860.nuc	0.0059	0.0712	0.0828651685393258
Mannua_Huetti.1863.nuc	0.0067	0.1025	0.0653658536585366
Mannua_Huetti.1866.nuc	0.0086	0.1063	0.0809031044214487
Mannua_Huetti.1867.nuc	0.0266	0.1178	0.225806451612903
Mannua_Huetti.1868.nuc	0.0108	0.0953	0.113326337880378
Mannua_Huetti.1869.nuc	0.0127	0.1169	0.108639863130881
Mannua_Huetti.187.nuc	0.0067	0.0746	0.0898123324396783
Mannua_Huetti.1870.nuc	0.0073	0.1665	0.0438438438438438
Mannua_Huetti.1871.nuc	0.0290	0.1147	0.25283347863993
Mannua_Huetti.1873.nuc	-0.0000	0.0797	0
Mannua_Huetti.1874.nuc	0.0080	0.1272	0.0628930817610063
Mannua_Huetti.1875.nuc	0.0273	0.1438	0.189847009735744
Mannua_Huetti.1876.nuc	0.0111	0.0884	0.125565610859729
Mannua_Huetti.1877.nuc	0.0123	0.1867	0.0658810926620246
Mannua_Huetti.1878.nuc	0.0207	0.1629	0.12707182320442
Mannua_Huetti.1879.nuc	0.0065	0.0578	0.112456747404844
Mannua_Huetti.188.nuc	-0.0000	0.0356	0
Mannua_Huetti.1880.nuc	-0.0000	0.1385	0
Mannua_Huetti.1881.nuc	0.0221	0.0898	0.246102449888641
Mannua_Huetti.1882.nuc	0.0264	0.1206	0.218905472636816
Mannua_Huetti.1883.nuc	0.0137	0.1617	0.0847247990105133
Mannua_Huetti.1884.nuc	0.0015	0.0802	0.0187032418952618
Mannua_Huetti.1886.nuc	0.0261	0.0884	0.295248868778281
Mannua_Huetti.1887.nuc	0.0124	0.0447	0.277404921700224
Mannua_Huetti.1889.nuc	0.0203	0.1433	0.141660851360782
Mannua_Huetti.189.nuc	0.0077	0.1250	0.0616
Mannua_Huetti.1890.nuc	0.0090	0.1010	0.0891089108910891
Mannua_Huetti.1895.nuc	0.0133	0.0736	0.18070652173913
Mannua_Huetti.1898.nuc	0.0102	0.0971	0.105046343975283
Mannua_Huetti.1899.nuc	-0.0000	0.1530	0
Mannua_Huetti.19.nuc	0.0204	0.1139	0.17910447761194
Mannua_Huetti.190.nuc	0.0191	0.0552	0.346014492753623
Mannua_Huetti.1900.nuc	0.0227	0.1649	0.137659187386295
Mannua_Huetti.1901.nuc	0.0292	0.1129	0.258635961027458
Mannua_Huetti.1902.nuc	0.0135	0.0955	0.141361256544503
Mannua_Huetti.1903.nuc	0.0060	2.2060	0.00271985494106981
Mannua_Huetti.1904.nuc	0.0196	0.0652	0.300613496932515
Mannua_Huetti.1905.nuc	0.0099	0.0782	0.126598465473146
Mannua_Huetti.1907.nuc	0.0351	0.1082	0.324399260628466
Mannua_Huetti.1908.nuc	0.0143	0.1659	0.0861965039180229
Mannua_Huetti.1909.nuc	0.0059	0.1686	0.034994068801898
Mannua_Huetti.191.nuc	0.0077	0.1318	0.0584218512898331
Mannua_Huetti.1910.nuc	0.0034	0.1272	0.0267295597484277
Mannua_Huetti.1911.nuc	0.0020	0.0536	0.0373134328358209
Mannua_Huetti.1912.nuc	0.0085	0.0586	0.145051194539249
