CHROM	sites	length	PI
comp10481_c0_seq2_m.20570	5	306	0.0163398692810458
comp10482_c0_seq1_m.4810	4	840	0.00476190476190476
comp10483_c0_seq1_m.4811	9	1674	0.00537634408602151
comp10485_c0_seq1_m.4813	10	573	0.0174520069808028
comp10486_c0_seq1_m.4814	24	429	0.0559440559440559
comp10487_c0_seq1_m.32469	0	858	0
comp10487_c0_seq2_m.32470	0	1008	0
comp10489_c2_seq1_m.34410	4	435	0.00919540229885057
comp1048_c0_seq1_m.283	5	411	0.0121654501216545
comp10490_c0_seq1_m.4817	1	1971	0.000507356671740233
comp10490_c0_seq1_m.4818	1	1293	0.000773395204949729
comp10490_c0_seq1_m.4819	2	1065	0.00187793427230047
comp10491_c0_seq1_m.4822	0	699	0
comp104937_c0_seq1_m.13015	6	540	0.0111111111111111
comp10493_c0_seq1_m.15376	2	1365	0.00146520146520147
comp10493_c0_seq1_m.15377	0	759	0
comp10493_c0_seq1_m.15378	0	543	0
comp10494_c0_seq1_m.29026	0	717	0
comp10494_c1_seq1_m.29028	4	714	0.00560224089635854
comp10494_c1_seq1_m.29029	4	504	0.00793650793650794
comp10494_c1_seq2_m.29030	0	702	0
comp10496_c0_seq1_m.4824	0	687	0
comp10497_c0_seq1_m.18978	1	456	0.00219298245614035
comp10498_c0_seq1_m.4825	0	351	0
comp105009_c0_seq1_m.13019	33	537	0.0614525139664804
comp10500_c0_seq1_m.4826	14	1005	0.0139303482587065
comp10501_c0_seq1_m.4827	5	1032	0.00484496124031008
comp10502_c0_seq1_m.4828	0	1449	0
comp105058_c0_seq1_m.13021	0	318	0
comp10506_c0_seq1_m.4829	2	1335	0.00149812734082397
comp10507_c0_seq1_m.4830	9	1269	0.00709219858156028
comp105081_c0_seq1_m.13022	0	384	0
comp10508_c0_seq1_m.18745	0	1689	0
comp10509_c1_seq1_m.31045	0	417	0
comp10510_c0_seq1_m.4831	4	504	0.00793650793650794
comp10512_c0_seq1_m.4832	3	534	0.00561797752808989
comp105133_c0_seq1_m.13025	1	375	0.00266666666666667
comp10513_c1_seq1_m.18840	0	1029	0
comp10514_c0_seq1_m.30856	34	1698	0.0200235571260306
comp10515_c0_seq1_m.4833	0	1125	0
comp10517_c0_seq1_m.4834	4	726	0.00550964187327824
comp105185_c0_seq1_m.13028	0	519	0
comp10518_c0_seq1_m.4836	0	1092	0
comp10520_c0_seq1_m.4839	14	879	0.0159271899886234
comp10520_c0_seq1_m.4840	12	690	0.0173913043478261
comp10521_c0_seq1_m.35363	3	1599	0.00187617260787992
comp105224_c0_seq1_m.13030	1	324	0.00308641975308642
comp10522_c0_seq1_m.4841	4	588	0.00680272108843537
comp10523_c0_seq1_m.4842	0	840	0
comp10524_c0_seq1_m.4843	3	531	0.00564971751412429
comp10525_c0_seq1_m.34483	1	309	0.00323624595469256
comp10525_c0_seq3_m.34484	5	1938	0.00257997936016512
comp10526_c0_seq1_m.4844	0	699	0
comp10527_c0_seq1_m.15294	19	753	0.0252324037184595
comp10528_c0_seq1_m.4845	5	1119	0.00446827524575514
comp10529_c0_seq6_m.22420	12	930	0.0129032258064516
comp10530_c1_seq1_m.26696	1	921	0.001085776330076
comp10530_c1_seq2_m.26698	0	723	0
comp10531_c0_seq1_m.4846	1	537	0.00186219739292365
comp10532_c0_seq1_m.4847	14	585	0.0239316239316239
comp10533_c0_seq1_m.4848	10	1143	0.00874890638670166
comp105346_c0_seq1_m.13032	1	645	0.00155038759689922
comp10534_c0_seq1_m.4849	5	1197	0.00417710944026733
comp10534_c0_seq1_m.4850	1	378	0.00264550264550265
comp10536_c0_seq1_m.17359	3	1242	0.00241545893719807
comp10536_c0_seq2_m.17360	1	1197	0.000835421888053467
comp10536_c1_seq1_m.17361	3	546	0.00549450549450549
comp10537_c0_seq1_m.16067	3	1260	0.00238095238095238
comp10539_c0_seq1_m.4851	1	657	0.0015220700152207
comp10540_c0_seq1_m.23471	5	798	0.006265664160401
comp10541_c0_seq1_m.4852	0	1611	0
comp10541_c0_seq1_m.4853	0	504	0
comp10542_c0_seq1_m.4854	11	1410	0.00780141843971631
comp10543_c0_seq1_m.4855	6	453	0.0132450331125828
comp105448_c0_seq1_m.13035	9	456	0.0197368421052632
comp10544_c0_seq1_m.4856	0	2037	0
comp105451_c0_seq1_m.13036	12	402	0.0298507462686567
comp105465_c0_seq1_m.13037	8	321	0.0249221183800623
comp10546_c0_seq1_m.29656	27	1404	0.0192307692307692
comp10546_c1_seq1_m.29657	20	531	0.0376647834274953
comp10547_c0_seq1_m.36816	3	819	0.00366300366300366
comp10549_c0_seq1_m.4859	7	429	0.0163170163170163
comp1054_c0_seq1_m.21092	4	483	0.0082815734989648
comp10551_c0_seq1_m.4861	5	744	0.00672043010752688
comp10554_c0_seq1_m.4862	1	624	0.0016025641025641
comp105570_c0_seq1_m.13039	0	564	0
comp105573_c0_seq1_m.29204	4	816	0.00490196078431373
comp105575_c0_seq1_m.13040	0	603	0
comp10557_c0_seq1_m.4863	5	429	0.0116550116550117
comp10558_c0_seq1_m.4864	2	1083	0.00184672206832872
comp10559_c0_seq1_m.19232	3	606	0.00495049504950495
comp10560_c0_seq1_m.4865	31	468	0.0662393162393162
comp105611_c0_seq1_m.13041	0	351	0
comp10562_c0_seq1_m.4868	0	1413	0
comp10563_c0_seq1_m.4871	57	2343	0.0243277848911652
comp10565_c0_seq1_m.4873	10	357	0.0280112044817927
comp10566_c0_seq1_m.16352	0	885	0
comp10567_c0_seq1_m.4874	3	1443	0.00207900207900208
comp10568_c0_seq1_m.4876	19	1938	0.00980392156862745
comp10568_c0_seq1_m.4877	7	375	0.0186666666666667
comp105691_c0_seq1_m.13042	0	555	0
comp10570_c0_seq1_m.4879	0	447	0
comp10571_c0_seq1_m.4881	0	669	0
comp105731_c0_seq1_m.13044	0	366	0
comp10574_c0_seq1_m.4884	20	966	0.020703933747412
comp10576_c0_seq1_m.29883	18	1443	0.0124740124740125
comp10578_c0_seq1_m.4885	10	618	0.0161812297734628
comp10580_c0_seq1_m.22632	2	1188	0.00168350168350168
comp10580_c1_seq1_m.22633	1	474	0.00210970464135021
comp10581_c0_seq1_m.4886	3	468	0.00641025641025641
comp10582_c0_seq1_m.20175	4	429	0.00932400932400932
comp10582_c1_seq1_m.20176	0	435	0
comp10583_c0_seq1_m.38121	51	2631	0.0193842645381984
comp10583_c0_seq2_m.38123	6	330	0.0181818181818182
comp10584_c0_seq1_m.4887	4	498	0.00803212851405622
comp10585_c0_seq1_m.4888	0	813	0
comp10588_c1_seq1_m.25061	12	936	0.0128205128205128
comp10589_c0_seq1_m.27674	0	810	0
comp10589_c0_seq2_m.27675	0	606	0
comp10590_c0_seq1_m.4889	5	1461	0.00342231348391513
comp10591_c0_seq1_m.37138	18	822	0.0218978102189781
comp10591_c1_seq1_m.37139	6	1215	0.00493827160493827
comp10592_c0_seq1_m.32622	38	1698	0.0223792697290931
comp10593_c0_seq1_m.4890	13	570	0.0228070175438597
comp10594_c0_seq1_m.4892	8	552	0.0144927536231884
comp10595_c0_seq1_m.4893	3	663	0.00452488687782805
comp10596_c0_seq1_m.4894	12	1227	0.0097799511002445
comp10596_c0_seq1_m.4895	18	1047	0.0171919770773639
comp105981_c0_seq1_m.13047	0	1140	0
comp10598_c0_seq1_m.4896	25	1074	0.0232774674115456
comp105_c0_seq1_m.26761	7	1251	0.00559552358113509
comp105_c1_seq1_m.26762	8	1950	0.0041025641025641
comp10600_c0_seq1_m.4898	20	2454	0.00814995925020375
comp10601_c0_seq1_m.21071	4	2811	0.00142298114549982
comp10602_c0_seq1_m.30391	8	771	0.0103761348897536
comp10603_c0_seq1_m.28689	1	3918	0.000255232261357836
comp10603_c0_seq1_m.28692	3	330	0.00909090909090909
comp10604_c0_seq1_m.4899	6	1065	0.00563380281690141
comp10605_c0_seq1_m.4900	6	1170	0.00512820512820513
comp10606_c0_seq1_m.33234	3	315	0.00952380952380952
comp10607_c1_seq1_m.21491	3	522	0.00574712643678161
comp10607_c1_seq1_m.21492	6	495	0.0121212121212121
comp10608_c0_seq1_m.4901	7	330	0.0212121212121212
comp10609_c0_seq1_m.18331	35	390	0.0897435897435897
comp10610_c0_seq1_m.33192	8	1581	0.00506008855154965
comp10611_c0_seq1_m.21781	2	951	0.00210304942166141
comp10611_c0_seq5_m.21789	0	420	0
comp10613_c0_seq1_m.18795	0	576	0
comp10613_c0_seq2_m.18796	0	1131	0
comp10614_c0_seq1_m.31960	0	738	0
comp10614_c0_seq2_m.31961	1	1623	0.000616142945163278
comp10615_c0_seq1_m.4902	6	771	0.00778210116731518
comp10616_c0_seq1_m.21884	29	591	0.0490693739424704
comp10616_c1_seq1_m.21885	15	513	0.0292397660818713
comp10617_c0_seq1_m.21963	0	714	0
comp10618_c0_seq1_m.4903	8	852	0.00938967136150235
comp10618_c0_seq1_m.4905	1	354	0.00282485875706215
comp1061_c0_seq1_m.287	17	390	0.0435897435897436
comp10620_c0_seq1_m.4906	4	1266	0.00315955766192733
comp10621_c0_seq1_m.4907	23	1281	0.0179547228727557
comp10622_c0_seq1_m.4908	10	1425	0.00701754385964912
comp106249_c0_seq1_m.13050	0	357	0
comp10624_c0_seq1_m.4909	3	765	0.00392156862745098
comp10625_c0_seq1_m.38314	1	816	0.00122549019607843
comp10625_c0_seq2_m.38316	3	1032	0.00290697674418605
comp10627_c0_seq1_m.4911	6	1344	0.00446428571428571
comp10628_c0_seq1_m.4912	2	489	0.00408997955010225
comp10629_c0_seq2_m.26178	0	741	0
comp10630_c0_seq1_m.4914	11	402	0.027363184079602
comp106317_c0_seq1_m.13051	2	483	0.0041407867494824
comp10631_c0_seq1_m.4915	13	1602	0.00811485642946317
comp10632_c0_seq1_m.4916	8	1299	0.00615858352578907
comp10633_c0_seq1_m.19659	2	855	0.00233918128654971
comp10635_c0_seq2_m.19526	0	399	0
comp10636_c0_seq1_m.4918	17	1290	0.0131782945736434
comp10637_c0_seq1_m.4919	21	1563	0.0134357005758157
comp10638_c0_seq3_m.24522	12	777	0.0154440154440154
comp10639_c0_seq1_m.20929	9	1077	0.00835654596100279
comp10639_c0_seq2_m.20931	1	651	0.00153609831029186
comp10640_c0_seq1_m.4920	1	1017	0.000983284169124877
comp10640_c0_seq1_m.4921	2	453	0.00441501103752759
comp10641_c0_seq1_m.4922	0	480	0
comp10642_c0_seq1_m.4923	10	1161	0.00861326442721792
comp10642_c0_seq1_m.4924	8	684	0.0116959064327485
comp10644_c0_seq1_m.4925	8	2361	0.00338839474798814
comp10646_c0_seq1_m.4927	0	1155	0
comp10648_c0_seq1_m.4928	15	2865	0.00523560209424084
comp10650_c0_seq1_m.4929	23	2004	0.0114770459081836
comp10653_c0_seq1_m.4932	3	345	0.00869565217391304
comp10654_c0_seq1_m.4933	8	2619	0.00305460099274532
comp10657_c0_seq1_m.4937	3	624	0.00480769230769231
comp10660_c0_seq1_m.26454	0	927	0
comp10660_c1_seq1_m.26455	0	1062	0
comp10662_c0_seq1_m.4944	0	486	0
comp10663_c0_seq1_m.4945	25	1041	0.0240153698366955
comp10664_c0_seq1_m.15818	14	1452	0.00964187327823691
comp10665_c0_seq1_m.38721	8	804	0.00995024875621891
comp10667_c0_seq1_m.20076	1	483	0.0020703933747412
comp10668_c0_seq1_m.4946	1	2544	0.000393081761006289
comp10669_c0_seq1_m.4947	9	648	0.0138888888888889
comp10670_c0_seq2_m.18634	1	1035	0.000966183574879227
comp10671_c0_seq1_m.4948	0	1011	0
comp10673_c0_seq2_m.36566	1	1647	0.000607164541590771
comp10674_c0_seq1_m.4949	8	711	0.0112517580872011
comp10675_c0_seq1_m.4950	2	1542	0.0012970168612192
comp10676_c0_seq1_m.4951	36	1059	0.0339943342776204
comp106774_c0_seq1_m.13057	2	429	0.00466200466200466
comp10679_c0_seq1_m.4953	3	759	0.00395256916996047
comp106819_c0_seq1_m.13058	0	1272	0
comp10681_c0_seq1_m.4956	2	795	0.00251572327044025
comp10682_c0_seq1_m.20200	1	426	0.00234741784037559
comp10684_c0_seq1_m.4957	0	1938	0
comp10684_c0_seq1_m.4958	0	1461	0
comp10685_c0_seq1_m.4959	0	399	0
comp10686_c0_seq1_m.38989	0	2235	0
comp10687_c0_seq1_m.4960	4	2955	0.00135363790186125
comp10688_c0_seq1_m.4962	0	603	0
comp10689_c0_seq1_m.4963	17	2115	0.00803782505910165
comp1068_c0_seq1_m.25254	0	1077	0
comp10690_c0_seq1_m.4964	0	1329	0
comp10690_c0_seq1_m.4965	13	633	0.0205371248025276
comp10693_c1_seq1_m.34164	1	441	0.00226757369614512
comp10694_c0_seq1_m.16292	4	768	0.00520833333333333
comp10694_c0_seq2_m.16293	0	615	0
comp10695_c0_seq1_m.4967	5	1605	0.00311526479750779
comp106987_c0_seq1_m.13059	0	429	0
comp10698_c0_seq1_m.4969	2	897	0.00222965440356745
comp106996_c0_seq1_m.13060	26	735	0.0353741496598639
comp10699_c0_seq1_m.4970	8	1266	0.00631911532385466
comp10700_c0_seq1_m.4971	12	2700	0.00444444444444444
comp10701_c0_seq1_m.29612	1	498	0.00200803212851406
comp10702_c0_seq1_m.4972	5	1077	0.00464252553389044
comp10703_c0_seq1_m.4973	2	468	0.00427350427350427
comp107046_c0_seq1_m.13061	0	303	0
comp10705_c0_seq1_m.4974	5	1257	0.00397772474144789
comp107074_c0_seq1_m.13062	1	309	0.00323624595469256
comp107079_c0_seq1_m.13063	3	300	0.01
comp10707_c0_seq1_m.4976	19	564	0.0336879432624113
comp10708_c0_seq1_m.4977	11	618	0.0177993527508091
comp10709_c0_seq1_m.4978	10	414	0.0241545893719807
comp10710_c0_seq1_m.34431	14	1164	0.0120274914089347
comp10711_c0_seq1_m.4979	0	1764	0
comp10712_c0_seq1_m.4980	37	3546	0.0104342921601805
comp10714_c0_seq1_m.4981	0	2085	0
comp10719_c0_seq1_m.24356	2	600	0.00333333333333333
comp10719_c0_seq3_m.24357	3	1245	0.00240963855421687
comp10719_c0_seq7_m.24358	7	351	0.0199430199430199
comp10720_c0_seq1_m.16118	16	450	0.0355555555555556
comp10720_c0_seq2_m.16119	18	450	0.04
comp10720_c0_seq2_m.16120	0	318	0
comp10722_c0_seq1_m.34701	12	429	0.027972027972028
comp10722_c0_seq2_m.34702	13	414	0.0314009661835749
comp10724_c0_seq1_m.4985	0	306	0
comp10725_c0_seq1_m.4986	12	1131	0.0106100795755968
comp10726_c0_seq1_m.29654	17	1431	0.0118798043326345
comp10727_c0_seq1_m.36134	0	3525	0
comp10727_c0_seq2_m.36135	12	3060	0.00392156862745098
comp10728_c0_seq1_m.4988	7	1179	0.00593723494486853
comp10732_c0_seq1_m.4989	4	537	0.0074487895716946
comp10733_c0_seq1_m.26553	6	1155	0.00519480519480519
comp10734_c0_seq1_m.36761	0	747	0
comp10735_c0_seq1_m.18387	17	1320	0.0128787878787879
comp10738_c0_seq1_m.4990	0	786	0
comp10739_c0_seq1_m.4991	1	1167	0.000856898029134533
comp1073_c0_seq1_m.289	4	342	0.0116959064327485
comp10740_c0_seq1_m.4993	35	1242	0.0281803542673108
comp10742_c0_seq1_m.4994	0	1449	0
comp10743_c0_seq1_m.4995	0	324	0
comp10744_c0_seq1_m.4996	7	1068	0.00655430711610487
comp10747_c0_seq1_m.4999	0	492	0
comp107485_c0_seq1_m.13067	0	735	0
comp10748_c0_seq1_m.5000	3	2652	0.00113122171945701
comp10749_c0_seq1_m.38913	3	1761	0.00170357751277683
comp10751_c0_seq1_m.5001	5	2190	0.00228310502283105
comp10751_c0_seq1_m.5003	1	390	0.00256410256410256
comp10752_c0_seq1_m.5004	8	435	0.0183908045977011
comp10753_c0_seq1_m.27017	9	645	0.013953488372093
comp10753_c0_seq1_m.27018	4	561	0.0071301247771836
comp10755_c0_seq1_m.26385	1	963	0.00103842159916926
comp10756_c0_seq1_m.5005	0	501	0
comp10757_c0_seq1_m.5006	1	1233	0.0008110300081103
comp10757_c0_seq1_m.5008	1	309	0.00323624595469256
comp107583_c0_seq1_m.13069	5	306	0.0163398692810458
comp10758_c0_seq1_m.5009	2	1143	0.00174978127734033
comp10759_c0_seq1_m.5010	0	1833	0
comp10760_c0_seq1_m.5013	35	1191	0.0293870696893367
comp10761_c0_seq1_m.5014	3	705	0.00425531914893617
comp10762_c0_seq1_m.33343	0	1329	0
comp10762_c1_seq1_m.33344	2	606	0.0033003300330033
comp10763_c0_seq1_m.5015	51	1485	0.0343434343434343
comp10764_c0_seq1_m.5016	0	1287	0
comp10765_c0_seq1_m.5017	0	495	0
comp10766_c0_seq1_m.5018	12	462	0.025974025974026
comp10767_c0_seq1_m.5019	4	753	0.00531208499335989
comp107687_c0_seq1_m.13070	17	969	0.0175438596491228
comp10769_c0_seq1_m.17057	9	2394	0.0037593984962406
comp10769_c0_seq1_m.17058	7	2307	0.00303424360641526
comp10769_c0_seq1_m.17059	15	1593	0.00941619585687382
comp10769_c0_seq1_m.17060	4	453	0.00883002207505519
comp10769_c0_seq2_m.17061	1	414	0.00241545893719807
comp10770_c0_seq1_m.5020	8	1608	0.00497512437810945
comp10771_c0_seq1_m.34665	3	2979	0.00100704934541793
comp10773_c0_seq1_m.5021	13	2235	0.0058165548098434
comp10773_c0_seq1_m.5022	1	354	0.00282485875706215
comp10775_c0_seq1_m.5023	0	729	0
comp10776_c0_seq1_m.5024	7	882	0.00793650793650794
comp10777_c0_seq1_m.5026	0	405	0
comp10777_c0_seq1_m.5027	0	396	0
comp10780_c0_seq1_m.5028	3	318	0.00943396226415094
comp10781_c0_seq1_m.32760	15	402	0.0373134328358209
comp10782_c0_seq1_m.5029	0	804	0
comp10782_c0_seq1_m.5030	0	342	0
comp10783_c0_seq1_m.5031	8	1839	0.00435019032082654
comp10783_c0_seq1_m.5032	2	372	0.00537634408602151
comp10786_c0_seq1_m.5033	0	474	0
comp107872_c0_seq1_m.13072	4	396	0.0101010101010101
comp10787_c0_seq1_m.25316	1	858	0.00116550116550117
comp10788_c0_seq1_m.5034	5	909	0.0055005500550055
comp10790_c1_seq1_m.31353	3	915	0.00327868852459016
comp10791_c0_seq1_m.5036	23	1212	0.018976897689769
comp10792_c0_seq1_m.5037	3	804	0.00373134328358209
comp10793_c1_seq1_m.15929	3	924	0.00324675324675325
comp10794_c0_seq1_m.5038	1	621	0.00161030595813205
comp10795_c0_seq1_m.5039	3	1707	0.00175746924428822
comp10796_c0_seq1_m.33260	7	717	0.0097629009762901
comp107981_c0_seq1_m.13074	0	468	0
comp10798_c0_seq1_m.5040	7	1512	0.00462962962962963
comp10800_c0_seq1_m.5041	6	1119	0.00536193029490617
comp10801_c0_seq1_m.5043	3	942	0.00318471337579618
comp10802_c0_seq1_m.23709	0	645	0
comp10802_c1_seq1_m.23710	0	1821	0
comp10803_c0_seq1_m.24523	6	354	0.0169491525423729
comp10804_c0_seq1_m.28981	7	969	0.00722394220846233
comp10804_c0_seq1_m.28982	6	477	0.0125786163522013
comp10806_c0_seq1_m.5044	0	648	0
comp10809_c0_seq1_m.5045	1	408	0.00245098039215686
comp10810_c0_seq1_m.17780	0	1062	0
comp10812_c0_seq1_m.34230	5	1245	0.00401606425702811
comp10814_c0_seq1_m.5048	16	2163	0.00739713361072584
comp10815_c0_seq1_m.5050	4	345	0.0115942028985507
comp10816_c0_seq1_m.5051	0	1713	0
comp10817_c0_seq1_m.5053	1	399	0.0025062656641604
comp10818_c0_seq1_m.35807	0	954	0
comp10818_c0_seq2_m.35808	4	1032	0.00387596899224806
comp10820_c0_seq1_m.38727	0	1014	0
comp10820_c1_seq1_m.38729	1	969	0.00103199174406605
comp108212_c0_seq1_m.13078	4	315	0.0126984126984127
comp10821_c0_seq1_m.5054	6	360	0.0166666666666667
comp10822_c0_seq1_m.30593	2	411	0.0048661800486618
comp108238_c0_seq1_m.13079	0	471	0
comp108246_c0_seq1_m.13080	2	408	0.00490196078431373
comp10824_c0_seq1_m.5055	7	699	0.0100143061516452
comp10825_c0_seq1_m.5056	1	1440	0.000694444444444444
comp10826_c0_seq1_m.16959	9	711	0.0126582278481013
comp10826_c0_seq2_m.16961	6	705	0.00851063829787234
comp10827_c0_seq1_m.33861	10	1068	0.00936329588014981
comp10827_c0_seq1_m.33862	0	315	0
comp10828_c0_seq1_m.5059	2	339	0.00589970501474926
comp10829_c0_seq1_m.33800	13	2283	0.00569426193604906
comp108304_c0_seq1_m.13081	0	489	0
comp108316_c0_seq1_m.13082	37	822	0.0450121654501217
comp10831_c0_seq1_m.5060	4	1095	0.00365296803652968
comp10832_c0_seq1_m.5061	8	894	0.00894854586129754
comp10833_c0_seq1_m.5062	2	1083	0.00184672206832872
comp10833_c0_seq1_m.5063	4	411	0.0097323600973236
comp10833_c0_seq1_m.5064	5	324	0.0154320987654321
comp10833_c0_seq1_m.5065	1	303	0.0033003300330033
comp10835_c0_seq1_m.29490	23	1281	0.0179547228727557
comp10838_c0_seq1_m.5066	5	1182	0.00423011844331641
comp10840_c0_seq1_m.5068	10	708	0.0141242937853107
comp10840_c0_seq1_m.5069	6	441	0.0136054421768707
comp10841_c0_seq1_m.5070	2	651	0.00307219662058372
comp10842_c0_seq1_m.5071	23	1311	0.0175438596491228
comp10843_c0_seq1_m.35085	10	1149	0.00870322019147084
comp10844_c0_seq1_m.5072	7	1101	0.00635785649409628
comp10845_c0_seq1_m.20782	5	2259	0.00221336874723329
comp10846_c0_seq1_m.24852	2	1170	0.00170940170940171
comp10846_c0_seq1_m.24853	15	606	0.0247524752475248
comp10847_c0_seq1_m.24538	0	2178	0
comp10848_c0_seq1_m.16104	5	651	0.00768049155145929
comp10850_c1_seq1_m.20723	0	693	0
comp10851_c0_seq1_m.5073	11	1032	0.0106589147286822
comp10853_c0_seq1_m.22029	0	939	0
comp10853_c0_seq1_m.22030	3	528	0.00568181818181818
comp10854_c0_seq1_m.5074	7	309	0.0226537216828479
comp10855_c0_seq1_m.5075	0	447	0
comp10856_c0_seq1_m.31975	1	990	0.00101010101010101
comp10857_c0_seq1_m.38286	17	1167	0.0145672664952871
comp10858_c0_seq1_m.5076	13	1299	0.0100076982294072
comp10859_c0_seq1_m.5077	5	783	0.00638569604086846
comp108612_c0_seq1_m.13085	1	297	0.00336700336700337
comp10861_c0_seq1_m.5079	8	822	0.0097323600973236
comp10863_c0_seq1_m.5080	0	915	0
comp10864_c0_seq1_m.35862	4	330	0.0121212121212121
comp10864_c1_seq1_m.35863	7	603	0.0116086235489221
comp10864_c2_seq1_m.35864	13	372	0.0349462365591398
comp10865_c0_seq1_m.32827	0	369	0
comp10866_c0_seq1_m.5081	3	774	0.00387596899224806
comp10867_c0_seq1_m.5082	2	321	0.00623052959501558
comp10868_c0_seq1_m.5083	5	1635	0.00305810397553517
comp10870_c0_seq1_m.5084	6	1131	0.00530503978779841
comp10871_c0_seq1_m.31482	0	930	0
comp10872_c0_seq1_m.5085	6	447	0.0134228187919463
comp10872_c0_seq1_m.5086	2	303	0.0066006600660066
comp10873_c0_seq1_m.5087	10	2388	0.00418760469011725
comp108747_c0_seq1_m.13086	0	747	0
comp10875_c0_seq1_m.35107	2	528	0.00378787878787879
comp10875_c0_seq1_m.35108	0	375	0
comp10876_c0_seq2_m.17400	2	2370	0.000843881856540084
comp10877_c0_seq1_m.37165	16	534	0.0299625468164794
comp10878_c0_seq1_m.5089	5	1371	0.00364697301239971
comp10879_c0_seq1_m.23519	8	2952	0.002710027100271
comp10880_c0_seq1_m.5091	9	1299	0.0069284064665127
comp10881_c0_seq1_m.5092	0	498	0
comp10882_c0_seq1_m.5093	4	2445	0.0016359918200409
comp10883_c0_seq1_m.5094	3	777	0.00386100386100386
comp10884_c0_seq1_m.5095	3	1122	0.00267379679144385
comp10886_c1_seq1_m.34070	0	522	0
comp10887_c0_seq1_m.5096	0	768	0
comp10888_c0_seq1_m.5097	0	918	0
comp10890_c0_seq1_m.19065	10	564	0.0177304964539007
comp10894_c0_seq1_m.5098	0	315	0
comp10895_c0_seq1_m.21340	3	471	0.00636942675159236
comp10896_c0_seq1_m.38821	4	951	0.00420609884332282
comp10897_c0_seq1_m.32603	7	1542	0.00453955901426719
comp10898_c0_seq1_m.15593	2	1245	0.00160642570281125
comp10899_c0_seq1_m.5099	19	957	0.0198537095088819
comp10900_c0_seq1_m.5100	0	438	0
comp10902_c0_seq2_m.25403	9	447	0.0201342281879195
comp10903_c0_seq1_m.5101	5	753	0.00664010624169987
comp10905_c0_seq1_m.5102	2	510	0.00392156862745098
comp10906_c0_seq1_m.28743	3	678	0.00442477876106195
comp10908_c0_seq1_m.23744	6	447	0.0134228187919463
comp10908_c0_seq2_m.23745	13	447	0.029082774049217
comp10908_c0_seq2_m.23746	5	345	0.0144927536231884
comp10909_c0_seq1_m.38627	0	330	0
comp1090_c0_seq1_m.291	4	924	0.00432900432900433
comp109100_c0_seq1_m.13091	0	702	0
comp10910_c0_seq1_m.5103	1	729	0.00137174211248285
comp10912_c0_seq1_m.5105	0	429	0
comp10913_c0_seq1_m.5106	13	1908	0.00681341719077568
comp10914_c0_seq1_m.5107	10	1053	0.00949667616334283
comp10915_c0_seq1_m.5108	29	642	0.0451713395638629
comp10916_c0_seq1_m.5109	11	606	0.0181518151815182
comp10917_c0_seq1_m.5110	2	537	0.0037243947858473
comp10918_c0_seq1_m.17042	13	543	0.0239410681399632
comp10919_c0_seq1_m.5111	1	1926	0.000519210799584631
comp10920_c0_seq1_m.5113	10	843	0.0118623962040332
comp10922_c0_seq1_m.28612	0	1524	0
comp10924_c0_seq1_m.5115	18	1197	0.0150375939849624
comp10925_c0_seq1_m.27704	0	804	0
comp10926_c0_seq1_m.5116	1	621	0.00161030595813205
comp10927_c0_seq1_m.5117	0	393	0
comp10929_c0_seq1_m.5119	3	576	0.00520833333333333
comp10930_c0_seq1_m.5120	0	1662	0
comp10931_c0_seq1_m.31415	2	1074	0.00186219739292365
comp10932_c0_seq1_m.37894	0	486	0
comp10933_c0_seq1_m.5121	0	1194	0
comp10934_c0_seq1_m.20540	0	714	0
comp109354_c0_seq1_m.13092	0	438	0
comp10935_c0_seq1_m.5122	1	684	0.00146198830409357
comp10936_c0_seq1_m.31620	0	741	0
comp10937_c0_seq1_m.5123	3	1002	0.0029940119760479
comp10938_c0_seq1_m.5125	2	1305	0.00153256704980843
comp10939_c0_seq1_m.5126	1	564	0.00177304964539007
